id	va	changed_accesses	native_graph	retail_full	retail_summary
src/SOURCE/PHILAI.cpp:philAI::EvaluateOneTimeCreaturePurchase(CreatureType creature,i32 availableCount,i32 useAvailableCount,i32 & purchaseCount,i32 & purchaseValue,i32 & replacementSlot)#1	0x00486369	1	PASS	True	?EvaluateOneTimeCreaturePurchase@philAI@@QAEXHHHAAH00@Z bytes True size 405 405 DIR32 sites True ordered target errors []
src/SOURCE/PHILAI.cpp:philAI::QuickCombat(armyGroup * attacker,hero * attackerHero,armyGroup * defender,hero * defenderHero,i32 townBattle,i32 townId,float & attackerDamage,float & defenderDamage)#1	0x004864fe	2	PASS	False	?QuickCombat@philAI@@QAEHPAVarmyGroup@@PAVhero@@01HHAAM2@Z bytes True size 1605 1605 DIR32 sites True ordered target errors [('0x62', '__real@8@3ffbf5c28f5c28f5c000', '0x0', '0xea528', None), ('0x68', '__real@8@3fff8000000000000000', '0x0', '0xea4b8', None), ('0x8e', '__real@8@3ffbf5c28f5c28f5c000', '0x0', '0xea528', None), ('0x94', '__real@8@3fff8000000000000000', '0x0', '0xea4b8', None), ('0x11b', '__real@8@4005c800000000000000', '0x0', '0xea6a8', None), ('0x146', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x188', '__real@8@3ffe9999999999999800', '0x0', '0xea618', None), ('0x19b', '__real@8@3ffea666666666666800', '0x0', '0xea510', None), ('0x1a9', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x1c0', '__real@8@3fff8000000000000000', '0x0', '0xea4b8', None), ('0x1c9', '__real@8@3fff8000000000000000', '0x0', '0xea4b8', None), ('0x1d7', '__real@8@3ffeccccccccccccd000', '0x0', '0xea610', None), ('0x1e7', '__real@8@3ffcccccccccccccd000', '0x0', '0xea598', None), ('0x200', '__real@8@3ffef5c28f5c28f5c000', '0x0', '0xea710', None), ('0x20d', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x216', '__real@4@40008000000000000000', '0x0', '0xea4e4', None), ('0x226', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x22f', '__real@4@40008000000000000000', '0x0', '0xea4e4', None), ('0x23b', '__real@8@3ffe9999999999999800', '0x0', '0xea618', None), ('0x24b', '__real@8@3ffefd70a3d70a3d7000', '0x0', '0xea778', None), ('0x25b', '__real@8@3ffbccccccccccccd000', '0x0', '0xea4c0', None), ('0x2e4', '__real@8@3ffefd70a3d70a3d7000', '0x0', '0xea778', None), ('0x3c7', '__real@8@3ffefd70a3d70a3d7000', '0x0', '0xea778', None), ('0x3ee', '__real@8@3ffefd70a3d70a3d7000', '0x0', '0xea778', None), ('0x45c', '__real@8@3ffbf5c28f5c28f5c000', '0x0', '0xea528', None), ('0x4b0', '__real@8@3ffeffbe76c8b4395800', '0x0', '0xea538', None), ('0x4d1', '__real@8@3ffbf5c28f5c28f5c000', '0x0', '0xea528', None), ('0x54b', '__real@8@3ffeffbe76c8b4395800', '0x0', '0xea538', None)]
src/SOURCE/PHILAI.cpp:philAI::HeroInteractionAtTown(hero * heroPtr,town * townPtr,i32 doInteraction,i32 * value)#1	0x00486ed0	2	PASS	False	?HeroInteractionAtTown@philAI@@QAEXPAVhero@@PAVtown@@HPAH@Z bytes True size 1975 1975 DIR32 sites True ordered target errors [('0x421', '__real@8@3ff9a3d70a3d70a3d800', '0x0', '0xea480', None), ('0x427', '__real@8@3ffe8a3d70a3d70a4000', '0x0', '0xea790', None), ('0x435', '__real@8@3ff8a3d70a3d70a3d800', '0x0', '0xea788', None), ('0x43b', '__real@8@3ffda8f5c28f5c28f800', '0x0', '0xea628', None), ('0x463', '__real@8@3ffe8000000000000000', '0x0', '0xea500', None), ('0x47a', '__real@8@3ffeccccccccccccd000', '0x0', '0xea610', None), ('0x496', '__real@8@3ffe8000000000000000', '0x0', '0xea500', None), ('0x51a', '__real@8@3ffc9999999999999800', '0x0', '0xea6e8', None), ('0x52c', '__real@8@3ffba3d70a3d70a3d800', '0x0', '0xea488', None), ('0x57b', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x584', '__real@8@3ffce147ae147ae14800', '0x0', '0xea780', None), ('0x590', '__real@4@3fff8000000000000000', '0x0', '0xea518', None), ('0x6e7', '__real@8@3ffaa3d70a3d70a3d800', '0x0', '0xea490', None)]
src/SOURCE/PHILAI.cpp:philAI::RedistributeTroops(armyGroup * sourceArmy,armyGroup * destinationArmy,i32 preserveOne,i32 preferFast,i32 sourceStrength,i32 destinationStrength,i32 transferBudget)#1	0x00487687	10	PASS	False	?RedistributeTroops@philAI@@QAEXPAVarmyGroup@@0HHHHH@Z bytes True size 977 977 DIR32 sites True ordered target errors [('0x22e', '__real@8@3ffe8000000000000000', '0x0', '0xea500', None), ('0x287', '__real@8@3ffea666666666666800', '0x0', '0xea510', None), ('0x2dc', '__real@8@3ffcccccccccccccd000', '0x0', '0xea598', None), ('0x333', '__real@8@3fff9999999999999800', '0x0', '0xea4b0', None)]
src/SOURCE/PHILAI.cpp:philAI::ChooseToFightForArtifact(ArtifactType artifact,CreatureType monster,i32 quantity)#1	0x00487b1f	1	PASS	True	?ChooseToFightForArtifact@philAI@@QAEHHHH@Z bytes True size 189 189 DIR32 sites True ordered target errors []
src/SOURCE/PHILAI.cpp:philAI::BuildCreature(town * townPtr,i32 dwelling,i32 purchaseCount)#1	0x00487fff	3	PASS	False	?BuildCreature@philAI@@QAEXPAVtown@@HH@Z bytes True size 645 645 DIR32 sites True ordered target errors [('0x14e', '__real@8@3ffdb333333333333000', '0x0', '0xea560', None), ('0x16d', '__real@8@4007fa00000000000000', '0x0', '0xea740', None), ('0x173', '__real@8@4007fa00000000000000', '0x0', '0xea740', None)]
src/SOURCE/PHILAI.cpp:philAI::CombatMonsterEvent(hero * h,CreatureType monType,i32 * pCount,mapCell * cell)#1	0x0048839b	5	PASS	True	?CombatMonsterEvent@philAI@@QAEHPAVhero@@HPAHPAVmapCell@@@Z bytes True size 342 342 DIR32 sites True ordered target errors []
src/SOURCE/PHILAI.cpp:philAI::FightEvent(hero * h,mapCell * cell,i32 evaluateOnly)#1	0x004884f1	1	PASS	False	?FightEvent@philAI@@QAEHPAVhero@@PAVmapCell@@H@Z bytes True size 1571 1571 DIR32 sites True ordered target errors [('0x1a4', '__real@4@4007fa00000000000000', '0x0', '0xea6a0', None), ('0x1ba', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x1d0', '__real@4@400abb80000000000000', '0x0', '0xea7a0', None), ('0x1e6', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x23b', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x251', '__real@4@4009fa00000000000000', '0x0', '0xea79c', None), ('0x267', '__real@4@400b9c40000000000000', '0x0', '0xea798', None), ('0x27d', '__real@4@4009fa00000000000000', '0x0', '0xea79c', None), ('0x2d3', '__real@4@4007fa00000000000000', '0x0', '0xea6a0', None), ('0x2e9', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x2ff', '__real@4@4009fa00000000000000', '0x0', '0xea79c', None), ('0x315', '__real@4@400b9c40000000000000', '0x0', '0xea798', None)]
src/SOURCE/PHILAI.cpp:philAI::ComputeValueOfSS(hero * h,HeroSecondarySkill skill,HeroSkillLevel level)#1	0x00488eb5	1	PASS	False	?ComputeValueOfSS@philAI@@QAEHPAVhero@@HH@Z bytes True size 443 443 DIR32 sites True ordered target errors [('0x54', '__real@4@400a9c40000000000000', '0x0', '0xea7a8', None), ('0x5a', '__real@8@3ffe8000000000000000', '0x0', '0xea500', None), ('0xa3', '__real@8@3fffa666666666666800', '0x0', '0xea4d0', None), ('0x14b', '__real@8@3ffcccccccccccccd000', '0x0', '0xea598', None), ('0x151', '__real@8@3ffd8000000000000000', '0x0', '0xea5a0', None), ('0x186', '__real@8@3ffe8000000000000000', '0x0', '0xea500', None)]
src/SOURCE/PHILAI.cpp:philAI::ValueOfEventAtPosition(i32 x,i32 y,i32 immediate,i32 * liveChance)#1	0x0048911d	2	PASS	False	?ValueOfEventAtPosition@philAI@@QAEHHHHPAH@Z bytes True size 6578 6578 DIR32 sites True ordered target errors [('0x1ff', '__real@4@4009c800000000000000', '0x0', '0xea7d8', None), ('0x28c', '__real@4@4007fa00000000000000', '0x0', '0xea6a0', None), ('0x2bc', '__real@4@4001c000000000000000', '0x0', '0xea7d4', None), ('0x2c2', '__real@4@4001a000000000000000', '0x0', '0xea754', None), ('0x3a4', '__real@4@4007af00000000000000', '0x0', '0xea7d0', None), ('0x3de', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0x41b', '__real@4@4007c800000000000000', '0x0', '0xea7cc', None), ('0x455', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0x492', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0x4cc', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0x500', '__real@4@40079600000000000000', '0x0', '0xea7c8', None), ('0x697', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x72c', '__real@4@4009bb80000000000000', '0x0', '0xea7c4', None), ('0x75c', '__real@4@4009bb80000000000000', '0x0', '0xea7c4', None), ('0x76d', '__real@4@4009fa00000000000000', '0x0', '0xea79c', None), ('0x7a0', '__real@4@4009bb80000000000000', '0x0', '0xea7c4', None), ('0x7b1', '__real@4@4002a000000000000000', '0x0', '0xea570', None), ('0x88a', '__real@4@4007fa00000000000000', '0x0', '0xea6a0', None), ('0x8b6', '__real@4@4001a000000000000000', '0x0', '0xea754', None), ('0x8d0', '__real@4@4006af00000000000000', '0x0', '0xea7c0', None), ('0x8e4', '__real@4@4001a000000000000000', '0x0', '0xea754', None), ('0x91d', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x96e', '__real@4@4009bb80000000000000', '0x0', '0xea7c4', None), ('0x984', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0xe9e', '__real@8@3ffd9999999999999800', '0x0', '0xea568', None), ('0xea4', '__real@8@4008fa00000000000000', '0x0', '0xea7b8', None), ('0xeb6', '__real@8@3ffbccccccccccccd000', '0x0', '0xea4c0', None), ('0xebc', '__real@8@4008fa00000000000000', '0x0', '0xea7b8', None), ('0xedb', '__real@8@3ffd9999999999999800', '0x0', '0xea568', None), ('0xee1', '__real@8@4008fa00000000000000', '0x0', '0xea7b8', None), ('0xee7', '__real@4@400a9c40000000000000', '0x0', '0xea7a8', None), ('0xefd', '__real@8@c008bb80000000000000', '0x0', '0xea7b0', None), ('0x1183', '__real@8@3ffed999999999999800', '0x0', '0xea5c0', None), ('0x129e', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x12f1', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x1344', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x1397', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x1406', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x140c', '__real@4@40028000000000000000', '0x0', '0xea7ac', None)]
src/SOURCE/PHILAI.cpp:philAI::EvaluateGenericSite(mapCell * cell)#1	0x0048aacf	1	PASS	False	?EvaluateGenericSite@philAI@@QAEHPAVmapCell@@@Z bytes True size 628 628 DIR32 sites True ordered target errors [('0xf6', '__real@4@4008fa00000000000000', '0x0', '0xea7a4', None), ('0x12d', '__real@4@4006c800000000000000', '0x0', '0xea720', None), ('0x1a9', '__real@8@3ffeb333333333333000', '0x0', '0xea5a8', None)]
src/SOURCE/PHILAI.cpp:philAI::EvaluateArtifactEvent(ArtifactType artifact,i32 eventData)#1	0x0048b270	1	PASS	True	?EvaluateArtifactEvent@philAI@@QAEHHH@Z bytes True size 595 595 DIR32 sites True ordered target errors []
src/SOURCE/PHILAI.cpp:philAI::EvaluateMineEvent(i32 mineIndex,i32 x,i32 y,i32 * liveChance)#1	0x0048b4c3	4	PASS	True	?EvaluateMineEvent@philAI@@QAEHHHHPAH@Z bytes True size 696 696 DIR32 sites True ordered target errors []
src/SOURCE/PHILAI.cpp:philAI::EvaluateMonsterEvent(CreatureType monsterType,i32 eventData,i32 * liveChance)#1	0x0048b77b	4	PASS	False	?EvaluateMonsterEvent@philAI@@QAEHHHPAH@Z bytes True size 739 739 DIR32 sites True ordered target errors [('0x19d', '__real@4@40008000000000000000', '0x0', '0xea4e4', None), ('0x207', '__real@4@4004f000000000000000', '0x0', '0xea7e0', None), ('0x20d', '__real@4@4004a000000000000000', '0x0', '0xea7dc', None), ('0x245', '__real@8@3ffe9999999999999800', '0x0', '0xea618', None), ('0x24e', '__real@8@3ffdccccccccccccd000', '0x0', '0xea640', None), ('0x263', '__real@4@4001a000000000000000', '0x0', '0xea754', None), ('0x2b6', '__real@4@4005c800000000000000', '0x0', '0xea4c8', None)]
