source_file	source_enum	old_name	value	canonical_file	canonical_name	reason
include/BASE/message.h	MessageType	SPELL_MESSAGE_DIALOG	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	VIEW_WORLD_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	HERO_UI_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_TOWN_PORTAL_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_LOCATOR_MESSAGE_TYPE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_BUTTON_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_INTERFACE_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_SYSTEM_OPTIONS_MESSAGE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_ENEMY_TURN_MESSAGE_TYPE	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	COMBAT_SYSTEM_OPTION_EVENT	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	COMBAT_MESSAGE_BROADCAST_EVENT	512	include/BASE/message.h	MESSAGE_WIDGET	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	COMBAT_WIN_MESSAGE	16384	include/BASE/message.h	MESSAGE_EXECUTIVE	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	MessageType	ADVMGR_REMOTE_WAIT_EXIT_MESSAGE	16384	include/BASE/message.h	MESSAGE_EXECUTIVE	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_WIDGET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_WIDGET_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_WIN_LOSE_TEXT_COMMAND	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	OVERVIEW_WIDGET_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NET_BOX_TEXT_COMMAND	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CASTLE_WIDGET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_GENERAL_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	TOWN_WIDGET_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NORMAL_DIALOG_SET_TEXT_COMMAND	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SYSTEM_OPTION_TEXT_MESSAGE	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_MESSAGE_TEXT_ACTION	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	BANK_BOX_SET_TEXT_COMMAND	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ARENA_BROADCAST_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_TOWN_PORTAL_COMMAND_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_SYSTEM_OPTIONS_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	TRADING_POST_SET_TEXT	3	include/BASE/message.h	WIDGET_COMMAND_SET_TEXT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_WIDGET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CASTLE_WIDGET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_LOCATOR_COMMAND_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_WIDGET_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	INIT_MENU_SET_WIDGET_COMMAND	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	OVERVIEW_WIDGET_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_ENEMY_TURN_MESSAGE_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_GENERAL_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NET_BOX_COLOR_COMMAND	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_WIN_LOSE_ANIMATION_COMMAND	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SYSTEM_OPTION_BUTTON_MESSAGE	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SURRENDER_CAPTAIN_OVERLAY_COMMAND	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_SYSTEM_OPTIONS_SET_FRAME	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	TRADING_POST_SET_ICON	4	include/BASE/message.h	WIDGET_COMMAND_SET_FRAME	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_WIDGET_ENABLE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_WIDGET_ENABLE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CASTLE_WIDGET_ENABLE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_LOCATOR_COMMAND_SET_FLAGS	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_HIDE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_SELECT	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	TOWN_WIDGET_DISABLE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SURRENDER_CAPTAIN_PORTRAIT_COMMAND	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_BUTTON_ENABLE	5	include/BASE/message.h	WIDGET_COMMAND_SET_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_WIDGET_DISABLE	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_WIDGET_DISABLE	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_DESELECT	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_LOCATOR_COMMAND_CLEAR_FLAGS	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CASTLE_WIDGET_DISABLE	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_SHOW	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	TOWN_WIDGET_ENABLE	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NORMAL_DIALOG_DISABLE_COMMAND	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SURRENDER_HERO_PORTRAIT_COMMAND	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ARENA_BROADCAST_CONTROL	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_BUTTON_DISABLE	6	include/BASE/message.h	WIDGET_COMMAND_CLEAR_FLAGS	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_SELECT	8	include/BASE/message.h	WIDGET_COMMAND_SET_FILL_COLOR	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_LOCATOR_COMMAND_SET_COLOR	8	include/BASE/message.h	WIDGET_COMMAND_SET_FILL_COLOR	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	SPELL_COMMAND_CLOSE	10	include/BASE/message.h	WIDGET_COMMAND_DIALOG_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_SYSTEM_OPTIONS_ACTIVATE	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_HOVER	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SYSTEM_OPTION_BUTTON_EVENT	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_INPUT_SELECT	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	INIT_MENU_HOVER_COMMAND	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_EVENT_PRESS	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_WORLD_SELECT	12	include/BASE/message.h	WIDGET_COMMAND_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_ACTIVATE	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SYSTEM_OPTION_CLOSE_EVENT	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_INPUT_DESELECT	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_TOGGLE	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	INIT_MENU_CLICK_COMMAND	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_EVENT_RELEASE	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_WORLD_RELEASE	13	include/BASE/message.h	WIDGET_COMMAND_DESELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_SYSTEM_OPTIONS_HOVER	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_HELP	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_SYSTEM_OPTION_HOVER_EVENT	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_INPUT_ALTERNATE_SELECT	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	INIT_MENU_HELP_COMMAND	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	NEW_GAME_EVENT_ALTERNATE_PRESS	14	include/BASE/message.h	WIDGET_COMMAND_ALTERNATE_SELECT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_REMOTE_WAIT_EXIT_COMMAND	16	include/BASE/message.h	WIDGET_COMMAND_REMOTE_WAIT_EXIT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HERO_UI_WIDGET_ICON_FILE	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	COMBAT_WIN_LOSE_RESOURCE_COMMAND	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CASTLE_WIDGET_ICON_FILE	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	CAMPAIGN_MESSAGE_SET_ICON	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_WORLD_ICON_MESSAGE	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	VIEW_GENERAL_SET_ICON	9	include/BASE/message.h	WIDGET_COMMAND_SET_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	HIGH_SCORE_WIDGET_RESIZE	52	include/BASE/message.h	WIDGET_COMMAND_SET_X	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_TOWN_PORTAL_COMMAND_FINISH	54	include/BASE/message.h	WIDGET_COMMAND_SET_SELECTION	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_TOWN_PORTAL_COMMAND_CHOICE	55	include/BASE/message.h	WIDGET_COMMAND_GET_SELECTION	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_TOWN_PORTAL_COMMAND_ADD_TOWN	56	include/BASE/message.h	WIDGET_COMMAND_APPEND_ITEM	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_REMOTE_WAIT_POP_NET_BOX_COMMAND	60	include/BASE/message.h	WIDGET_COMMAND_REPLACE_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	BaseWidgetCommand	ADVMGR_INTERFACE_REPLACE_RESOURCE	60	include/BASE/message.h	WIDGET_COMMAND_REPLACE_ICON	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	ExecutiveCommand	FILE_REQUESTER_EXECUTIVE_CLOSE	4	include/BASE/message.h	EXECUTIVE_COMMAND_RETURN_RESULT	Same message payload domain and dispatch value; use the shared command directly.
include/BASE/message.h	ExecutiveCommand	SWAP_COMMAND_EXIT	4	include/BASE/message.h	EXECUTIVE_COMMAND_RETURN_RESULT	Same message payload domain and dispatch value; use the shared command directly.
include/SOURCE/ARMY.h	ArmyAttackConstant	ARMY_ADJACENT_DIRECTION_COUNT	6	include/SOURCE/combatTypes.h	COMBAT_DIRECTION_ADJACENT_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: COMBAT_DIRECTION_ADJACENT_COUNT.
include/SOURCE/CURSOR.h	CursorConstant	CURSOR_PLAYER_COUNT	6	include/SOURCE/GAME.h	GAME_PLAYER_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: GAME_PLAYER_COUNT.
include/SOURCE/EVENTS.h	EventRecordConstant	EVENT_RECORD_PLAYER_COUNT	6	include/SOURCE/GAME.h	GAME_PLAYER_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: GAME_PLAYER_COUNT.
include/SOURCE/EVENTS.h	EventRecordConstant	EVENT_RECORD_ARMY_SLOT_COUNT	5	include/SOURCE/armyGroup.h	ARMY_GROUP_SLOT_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: ARMY_GROUP_SLOT_COUNT.
include/SOURCE/EVENTS.h	EventArtifactStatConstant	EVENT_ARTIFACT_SLOT_COUNT	14	include/SOURCE/hero.h	HERO_ARTIFACT_SLOT_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: HERO_ARTIFACT_SLOT_COUNT.
include/SOURCE/ExpCampaign.h	ExpansionCampaignConstant	EXPANSION_CAMPAIGN_DAYS_PER_WEEK	7	include/SOURCE/GAME.h	CALENDAR_DAYS_PER_WEEK	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: CALENDAR_DAYS_PER_WEEK.
include/SOURCE/ExpCampaign.h	ExpansionCampaignConstant	EXPANSION_CAMPAIGN_DAYS_PER_MONTH	28	include/SOURCE/GAME.h	CALENDAR_DAYS_PER_MONTH	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: CALENDAR_DAYS_PER_MONTH.
include/SOURCE/GAME.h	GameRandomHeroConstant	RANDOM_HERO_ARMY_SLOT_COUNT	5	include/SOURCE/armyGroup.h	ARMY_GROUP_SLOT_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: ARMY_GROUP_SLOT_COUNT.
include/SOURCE/KB.h	CampaignConstant	CAMPAIGN_ARMY_SLOT_COUNT	5	include/SOURCE/armyGroup.h	ARMY_GROUP_SLOT_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: ARMY_GROUP_SLOT_COUNT.
include/SOURCE/KB.h	OldMainConstant	OLD_MAIN_PLAYER_COUNT	6	include/SOURCE/GAME.h	GAME_PLAYER_COUNT	Consumers use the same storage/index domain, calendar unit, or existing shared capacity: GAME_PLAYER_COUNT.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ATTRIBUTE_WIDE	1	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_WIDE	Both names read or write the same recovered monster attributes field and bit.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ABILITY_FLAG_WIDE	1	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_WIDE	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ATTRIBUTE_FLYING	2	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_FLYING	Both names read or write the same recovered monster attributes field and bit.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ABILITY_FLAG_FLYING	2	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_FLYING	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	COMBAT_ARMY_FLAG_FLYER	2	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_FLYING	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ATTRIBUTE_RANGED	4	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_SHOOTER	Both names read or write the same recovered monster attributes field and bit.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ABILITY_FLAG_SHOOTER	4	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_SHOOTER	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	COMBAT_ARMY_FLAG_SHOOTER	4	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_SHOOTER	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ATTRIBUTE_TWO_HEX_ATTACKER	8	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_BREATH_ATTACK	Both names read or write the same recovered monster attributes field and bit.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ABILITY_FLAG_BREATH_ATTACK	8	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_BREATH_ATTACK	Duplicate spelling of the same attributes bit and predicate; contextual state aliases remain separate.
include/SOURCE/KB_TYPES.h	MonsterFlags	MONSTER_ATTRIBUTE_DEAD	16	include/SOURCE/KB_TYPES.h	MONSTER_FLAGS_DEAD	Both names read or write the same recovered monster attributes field and bit.
