rva,name,unit,size,kind
0x7746,?wsWaitForHost@@YIHXZ,SOURCE/Wsnetwin,0x126,func
0x7870,?SetupDynamicStuff@game@@QAEXHHH@Z,SOURCE/Overview,0x223e,func
0x9aae,?SetupNewOverviewType@game@@QAEXHH@Z,SOURCE/Overview,0x357,func
0x9e05,?SetupResources@game@@QAEXXZ,SOURCE/Overview,0x84,func
0x9e89,?Overview@game@@QAEXXZ,SOURCE/Overview,0x4c7,func
0xa350,?DoKnob@game@@QAEXXZ,SOURCE/Overview,0x31f,func
0xa66f,?OverviewHandler@@YIHAAUtag_message@@@Z,SOURCE/Overview,0x4fd,func
0xab6c,?ProcessIconSelect@game@@QAEHHH@Z,SOURCE/Overview,0x4fa,func
0xb070,??0fullMap@@QAE@XZ,EDITOR/mapcell,0x36,func
0xb0a6,??1fullMap@@QAE@XZ,EDITOR/mapcell,0x1e,func
0xb0c4,?Close@fullMap@@QAEXXZ,EDITOR/mapcell,0x81,func
0xb145,?Init@fullMap@@QAEXHH@Z,EDITOR/mapcell,0x53,func
0xb198,?ClearCellExtra@fullMap@@QAEXH@Z,EDITOR/mapcell,0xce,func
0xb266,?GetNewCellExtraIndex@fullMap@@QAEHXZ,EDITOR/mapcell,0x130,func
0xb396,?GetNewCellExtraOverlay@fullMap@@QAEPAUmapCellExtra@@HH@Z,EDITOR/mapcell,0x1d3,func
0xb569,?GetNewCellExtraObject@fullMap@@QAEPAUmapCellExtra@@HH@Z,EDITOR/mapcell,0x1d3,func
0xb73c,?Write@fullMap@@QAEXH@Z,EDITOR/mapcell,0x9e,func
0xb7da,?Read@fullMap@@QAEXHH@Z,EDITOR/mapcell,0x295,func
0xba6f,?ChangeTilesetIndex@fullMap@@QAEXPAVmapCell@@HHHHHH@Z,EDITOR/mapcell,0x2ea,func
0xbd60,?ViewGeneral@combatManager@@QAEHHHH@Z,SOURCE/VIEW,0x6d3,func
0xc433,?HandleViewGeneral@@YIHAAUtag_message@@@Z,SOURCE/VIEW,0x351,func
0xc784,?ViewArmy@combatManager@@QAEXPAVarmy@@H@Z,SOURCE/VIEW,0x165,func
0xc8f0,?ModemSetup@@YIXH@Z,SOURCE/Modem,0x24e,func
0xcb3e,?Dial@@YIJXZ,SOURCE/Modem,0x9e,func
0xcbdc,?Wait@@YIJXZ,SOURCE/Modem,0x54,func
0xcc30,?GUIModemCommand@@YIXPAD0@Z,SOURCE/Modem,0x79,func
0xcca9,?GUIModemCommandExec@@YICXZ,SOURCE/Modem,0x95,func
0xcd3e,?ModemCommand@@YIXPAD@Z,SOURCE/Modem,0x8e,func
0xcdcc,?GUIModemResponse@@YICPAD0@Z,SOURCE/Modem,0x82,func
0xce4e,?GUIModemResponseExec@@YICXZ,SOURCE/Modem,0xe2,func
0xcf30,?write_buffer@@YIHPADH@Z,SOURCE/Modem,0x4e,func
0xcf7e,?read_byte@@YIHXZ,SOURCE/Modem,0x47,func
0xcfc5,?write_byte@@YIXH@Z,SOURCE/Modem,0x27,func
0xcfec,?Connect@@YIXXZ,SOURCE/Modem,0x1bb,func
0xd1a7,?WaitForDirectConnect@@YIHXZ,SOURCE/Modem,0x211,func
0xd3b8,?ReadPacket@@YIDXZ,SOURCE/Modem,0x127,func
0xd4df,?WriteModemPacket@@YIXPADH@Z,SOURCE/Modem,0xff,func
0xd5e0,?StartCursor@advManager@@QAEXH@Z,SOURCE/CURSOR,0x138,func
0xd718,?StopCursor@advManager@@QAEXH@Z,SOURCE/CURSOR,0x11c,func
0xd834,?DrawCursor@advManager@@QAEXXZ,SOURCE/CURSOR,0x5f8,func
0xde2c,?DrawCursorShadow@advManager@@QAEXXZ,SOURCE/CURSOR,0x36c,func
0xe198,?GetCursorBaseFrame@advManager@@QAEHH@Z,SOURCE/CURSOR,0x85,func
0xe21d,?TurnTo@advManager@@QAEXH@Z,SOURCE/CURSOR,0x256,func
0xe473,?GetMoveShowIt@advManager@@QAEHPAVhero@@H@Z,SOURCE/CURSOR,0xac,func
0xe51f,?MoveHero@advManager@@QAEPAVmapCell@@HHPAH00H0H@Z,SOURCE/CURSOR,0x1234,func
0xf753,?CheckAdjacentMon@advManager@@QAEXPAH@Z,SOURCE/CURSOR,0x174,func
0xf8c7,?ValidMoveWithEvent@advManager@@QAEHPAVhero@@H@Z,SOURCE/CURSOR,0x14e,func
0xfa15,?ValidMove@advManager@@QAEHHH@Z,SOURCE/CURSOR,0x4f2,func
0xff07,?MoveOrigin@advManager@@QAEXHH@Z,SOURCE/CURSOR,0x24b,func
0x10152,?ProcessMapChange@advManager@@QAEXUSMapChange@@@Z,SOURCE/CURSOR,0x74f,func
0x108a1,?ProcessIncomingSingleMapChange@advManager@@QAEXPAUSMapChange@@@Z,SOURCE/CURSOR,0x1ba,func
0x10a5b,?ProcessIncomingGroupMapChange@advManager@@QAEXPAD@Z,SOURCE/CURSOR,0xce,func
0x10b29,?PurgeMapChangeQueue@advManager@@QAEXXZ,SOURCE/CURSOR,0x75,func
0x10b9e,?UnwindMapChangeQueue@advManager@@QAEXHH@Z,SOURCE/CURSOR,0x1d4,func
0x10d72,?SendMapChange@@YIXHCEEHEE@Z,SOURCE/CURSOR,0x11a,func
0x10e90,?SetupCampaignGame@game@@QAEHXZ,SOURCE/SETUP,0x2f,func
0x10ebf,?SetupBaud@game@@QAEHXZ,SOURCE/SETUP,0x141,func
0x11000,?SetupComPort@game@@QAEHXZ,SOURCE/SETUP,0x200,func
0x11200,?SetupHotSeatGame@game@@QAEHXZ,SOURCE/SETUP,0x238,func
0x11438,?SetupNetworkGame@game@@QAEHXZ,SOURCE/SETUP,0x127,func
0x1155f,?SetupNetworkGame2@game@@QAEHXZ,SOURCE/SETUP,0x236,func
0x11795,?SetupModemGame@game@@QAEHXZ,SOURCE/SETUP,0x317,func
0x11aac,?SetupMultiPlayerGame@game@@QAEHXZ,SOURCE/SETUP,0x257,func
0x11d03,?SetupGame@game@@QAEHXZ,SOURCE/SETUP,0x6c9,func
0x123cc,?PickLoadGame@game@@QAEHXZ,SOURCE/SETUP,0x2aa,func
0x12676,?SetupCampaignGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x1e,func
0x12694,?SetupComPortHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x13e,func
0x127d2,?SetupBaudHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x13e,func
0x12910,?SetupHotSeatGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x118,func
0x12a28,?SetupModemGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x12e,func
0x12b56,?SetupMultiPlayerGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x108,func
0x12c5e,?SetupNetworkGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xd7,func
0x12d35,?SetupNetworkGame2Handler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xf8,func
0x12e2d,?SetupGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0x14b,func
0x12f78,?ExpNewCampaignHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xd7,func
0x1304f,?ExpLoadCampaignHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xd7,func
0x13126,?ExpStdGameHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xd7,func
0x131fd,?BaseSetupHandler@@YIHAAUtag_message@@@Z,SOURCE/SETUP,0xf0,func
0x132f0,?InitNetHost@@YICXZ,SOURCE/Netbios,0x155,func
0x13445,?InitNetGuest@@YICXZ,SOURCE/Netbios,0x1ab,func
0x135f0,?WaitForHost@@YICXZ,SOURCE/Netbios,0x5f,func
0x1364f,?WaitForGuest@@YICXZ,SOURCE/Netbios,0xe9,func
0x13738,?nbnet_init@@YIHXZ,SOURCE/Netbios,0x1ba,func
0x13900,??0townObject@@QAE@HHPAD@Z,SOURCE/TOWNMGR,0x16a,func
0x13a6a,??1townObject@@QAE@XZ,SOURCE/TOWNMGR,0x60,func
0x13aca,?Draw@townObject@@QAEXH@Z,SOURCE/TOWNMGR,0x437,func
0x13f01,??0townManager@@QAE@XZ,SOURCE/TOWNMGR,0x68,func
0x13f69,?SetupExtraStuff@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x1a0,func
0x14109,?Open@townManager@@UAEHH@Z,SOURCE/TOWNMGR,0x1ef,func
0x142f8,?ChangeTown@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x77,func
0x1436f,?SetupTown@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x95a,func
0x14cc9,?UnloadTown@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x1cf,func
0x14e98,?Close@townManager@@UAEXXZ,SOURCE/TOWNMGR,0xca,func
0x14f62,?SetArmyCommand@townManager@@QAEXH@Z,SOURCE/TOWNMGR,0x3b9,func
0x1531b,?SetCommandAndText@townManager@@QAEXAAUtag_message@@@Z,SOURCE/TOWNMGR,0x5c5,func
0x158e0,?ShowText@townManager@@QAEXPAD@Z,SOURCE/TOWNMGR,0x7d,func
0x1595d,?Main@townManager@@UAEHAAUtag_message@@@Z,SOURCE/TOWNMGR,0x1830,func
0x1718d,?DoCommand@townManager@@QAEXH@Z,SOURCE/TOWNMGR,0x4e3,func
0x17670,?RedrawTownScreen@townManager@@QAEXXZ,SOURCE/TOWNMGR,0xad,func
0x1771d,?SplitArmy@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x374,func
0x17a91,?ShiftQualChange@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x21,func
0x17ab2,?ResetStrips@townManager@@QAEXXZ,SOURCE/TOWNMGR,0xb0,func
0x17b62,?Toggle@townManager@@QAEXH@Z,SOURCE/TOWNMGR,0x7b,func
0x17bdd,?DrawTown@townManager@@QAEXHH@Z,SOURCE/TOWNMGR,0xc0,func
0x17c9d,?BuyBuild@townManager@@QAEHHHH@Z,SOURCE/TOWNMGR,0xf35,func
0x18bd2,?BuildObj@townManager@@QAEXH@Z,SOURCE/TOWNMGR,0x3e9,func
0x18fbb,?SetupMage@townManager@@QAEXPAVheroWindow@@@Z,SOURCE/TOWNMGR,0x3d8,func
0x19393,?MageGuildHandler@@YIHAAUtag_message@@@Z,SOURCE/TOWNMGR,0x190,func
0x19523,?RecruitHero@townManager@@QAEHHH@Z,SOURCE/TOWNMGR,0x706,func
0x19c29,?TavernHandler@@YIHAAUtag_message@@@Z,SOURCE/TOWNMGR,0x153,func
0x19d7c,?DoTavern@townManager@@QAEXXZ,SOURCE/TOWNMGR,0x110,func
0x19e8c,?SplitArmyHandler@@YIHAAUtag_message@@@Z,SOURCE/TOWNMGR,0x328,func
0x1a1b4,?SetupWell@townManager@@QAEXPAVheroWindow@@@Z,SOURCE/TOWNMGR,0x5cf,func
0x1a783,?SetupThievesGuild@townManager@@QAEXPAVheroWindow@@H@Z,SOURCE/TOWNMGR,0xf0f,func
0x1b692,?GetCategoryStats@@YIXHQAJQAC@Z,SOURCE/TOWNMGR,0x56a,func
0x1bbfc,?SortStats@@YIXQAJQAC@Z,SOURCE/TOWNMGR,0xd9,func
0x1bce0,_WinMain@16,SOURCE/kbwin,0x146,func
0x1be26,?AppInit@@YIHPAX0HPAD@Z,SOURCE/kbwin,0x339,func
0x1c15f,?AppIdle@@YIHXZ,SOURCE/kbwin,0x31,func
0x1c190,?AppWndProc@@YGJPAXIIJ@Z,SOURCE/kbwin,0x57e,func
0x1c70e,?AppAbout@@YGHPAXIIJ@Z,SOURCE/kbwin,0x90,func
0x1c79e,?AppExit@@YIXXZ,SOURCE/kbwin,0x1a,func
0x1c7b8,?Process1WindowsMessage@@YIXXZ,SOURCE/kbwin,0xc8,func
0x1c880,?ResizeWindow@@YIXHHHH@Z,SOURCE/kbwin,0x147,func
0x1c9c7,?AppCommand@@YIJPAXIIJ@Z,SOURCE/kbwin,0x197,func
0x1cb5e,?UpdateDfltMenu@@YIXPAX@Z,SOURCE/kbwin,0xd7,func
0x1cc35,?KBChangeMenu@@YIXPAX@Z,SOURCE/kbwin,0xac,func
0x1cce1,?SetMenuStatus@@YIXH@Z,SOURCE/kbwin,0x15c,func
0x1ce3d,?SetNoDialogMenus@@YIXH@Z,SOURCE/kbwin,0x7b,func
0x1ceb8,?SetMenus@@YIXPAXH@Z,SOURCE/kbwin,0x159,func
0x1d011,?KBTickCount@@YIJXZ,SOURCE/kbwin,0x16,func
0x1d027,?InitVideo@@YIXXZ,SOURCE/kbwin,0x10,func
0x1d040,?SetupCastle@townManager@@QAEXPAVheroWindow@@H@Z,SOURCE/Castle,0x10bb,func
0x1e0fb,?CastleHandler@@YIHAAUtag_message@@@Z,SOURCE/Castle,0xca3,func
0x1eda0,?dpEnumServiceProvider@@YGHPAU_GUID@@PADKKPAX@Z,SOURCE/dpnetwin,0x95,func
0x1ee35,?dpEnumSession@@YGHPAUDPSESSIONDESC@@PAXPAKK@Z,SOURCE/dpnetwin,0x7a,func
0x1eeaf,?dpnet_init@@YIFXZ,SOURCE/dpnetwin,0x311,func
0x1f1c0,?CleanupDPVars@@YIXXZ,SOURCE/dpnetwin,0xce,func
0x1f28e,?dpnet_term@@YIXXZ,SOURCE/dpnetwin,0x116,func
0x1f3a4,?dpSendMessage@@YIXHEGPAX@Z,SOURCE/dpnetwin,0xee,func
0x1f492,?dpnet_snd@@YIHHHPAX@Z,SOURCE/dpnetwin,0x5a,func
0x1f4ec,?dpnet_rcv@@YIFFGPAX@Z,SOURCE/dpnetwin,0xa7,func
0x1f593,?dpnet_stat@@YIEFG@Z,SOURCE/dpnetwin,0x1d,func
0x1f5b0,?dpnet_sess@@YAFHHZZ,SOURCE/dpnetwin,0x13,func
0x1f5c3,?dpProcessMessages@@YIXXZ,SOURCE/dpnetwin,0xbe,func
0x1f681,?dpEvaluateMessage@@YIXKH@Z,SOURCE/dpnetwin,0x274,func
0x1f8f5,?dpWaitForFirstGuest@@YIHXZ,SOURCE/dpnetwin,0x182,func
0x1fa77,?dpWaitForExtraGuests@@YIHXZ,SOURCE/dpnetwin,0x84,func
0x1fafb,?dpWaitForHost@@YIHXZ,SOURCE/dpnetwin,0x3d2,func
0x1fecd,?DPSD@@YIXHPADH@Z,SOURCE/dpnetwin,0x5eb,func
0x204c0,?HasValidSpellTarget@combatManager@@QAEHH@Z,SOURCE/SPELLS,0x86,func
0x20546,?ViewSpells@combatManager@@QAEHH@Z,SOURCE/SPELLS,0x44a,func
0x20990,?CombatSpecialHandler@@YIHAAUtag_message@@@Z,SOURCE/SPELLS,0x15c,func
0x20aec,?HandleCastSpell@@YIHAAUtag_message@@@Z,SOURCE/SPELLS,0x2aa,func
0x20d96,?FindResurrectArmyIndex@combatManager@@QAEHHHH@Z,SOURCE/SPELLS,0x2e5,func
0x2107b,?ValidSpellTarget@combatManager@@QAEHHH@Z,SOURCE/SPELLS,0x521,func
0x2159c,?SpellMessage@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x222,func
0x217be,?CastSpell@combatManager@@QAEXHHHH@Z,SOURCE/SPELLS,0x1eca,func
0x23688,?DefaultSpell@combatManager@@QAEXH@Z,SOURCE/SPELLS,0xda,func
0x23762,?Fireball@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x623,func
0x23d85,?MeteorShower@combatManager@@QAEXH@Z,SOURCE/SPELLS,0x3c9,func
0x2414e,?ElementalStorm@combatManager@@QAEXXZ,SOURCE/SPELLS,0x2fb,func
0x24449,?Armageddon@combatManager@@QAEXXZ,SOURCE/SPELLS,0x9ff,func
0x24e48,?TurnToStone@combatManager@@QAEXPAVarmy@@@Z,SOURCE/SPELLS,0x101,func
0x24f49,?BloodLustEffect@combatManager@@QAEXPAVarmy@@H@Z,SOURCE/SPELLS,0x192,func
0x250db,?Ripple@combatManager@@QAEXH@Z,SOURCE/SPELLS,0x80,func
0x2515b,?Blur@combatManager@@QAEXHHH@Z,SOURCE/SPELLS,0x72,func
0x251cd,?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z,SOURCE/SPELLS,0x320,func
0x254ed,?DrawBolt@combatManager@@QAEXPAUSBolt@@H@Z,SOURCE/SPELLS,0x4f0,func
0x259dd,?AddBolt@combatManager@@QAEXPAUSBolt@@HHHHHHHHHHHH@Z,SOURCE/SPELLS,0x26f,func
0x25c4c,?DoBolt@combatManager@@QAEXHHHHHHHHHHHHHHHHH@Z,SOURCE/SPELLS,0xa82,func
0x266ce,?GetNextChainLightningTarget@combatManager@@QAEHPAVarmy@@H@Z,SOURCE/SPELLS,0x18c,func
0x2685a,?ChainLightning@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x361,func
0x26bbb,?VaporizeCreature@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x292,func
0x26e4d,?RippleCreature@combatManager@@QAEXHHH@Z,SOURCE/SPELLS,0x592,func
0x273df,?ShowMassSpell@combatManager@@QAEXQAY0BE@CHH@Z,SOURCE/SPELLS,0x6b2,func
0x27a91,?CastMassSpell@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x8f8,func
0x28389,?MirrorImage@combatManager@@QAEXH@Z,SOURCE/SPELLS,0x5c8,func
0x28951,?SummonElemental@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x218,func
0x28b69,?DoLuck@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x1e6,func
0x28d4f,?DoBlast@combatManager@@QAEXHH@Z,SOURCE/SPELLS,0x33a,func
0x29089,?Resurrect@combatManager@@QAEXHHH@Z,SOURCE/SPELLS,0x655,func
0x296de,?SpaceForElementalExists@combatManager@@QAEHXZ,SOURCE/SPELLS,0xb9,func
0x29797,?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z,SOURCE/SPELLS,0xd9,func
0x29870,?ModifyDamageForArtifacts@combatManager@@QAEXPAJHPAVhero@@1@Z,SOURCE/SPELLS,0x270,func
0x29ae0,?Earthquake@combatManager@@QAEXXZ,SOURCE/SPELLS,0x931,func
0x2a411,?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z,SOURCE/SPELLS,0x2b1,func
0x2a6d0,?Main@combatManager@@UAEHAAUtag_message@@@Z,SOURCE/COMMAND,0x36d,func
0x2aa3d,?ValidHexToStandOn@combatManager@@QAEHH@Z,SOURCE/COMMAND,0x181,func
0x2abbe,?SetCombatDirections@combatManager@@QAEXH@Z,SOURCE/COMMAND,0x8a1,func
0x2b45f,?CheckSetMouseDirection@combatManager@@QAEXHHH@Z,SOURCE/COMMAND,0x63c,func
0x2ba9b,?GetPointer@combatManager@@QAEHHH@Z,SOURCE/COMMAND,0x8b,func
0x2bb26,?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z,SOURCE/COMMAND,0x8e4,func
0x2c40a,?IsNegationSphereInEffect@combatManager@@QAEHXZ,SOURCE/COMMAND,0x70,func
0x2c47a,?ResetRound@combatManager@@QAEXXZ,SOURCE/COMMAND,0x205,func
0x2c67f,?CheckWin@combatManager@@QAEHPAUtag_message@@@Z,SOURCE/COMMAND,0x280,func
0x2c8ff,?GetCommand@combatManager@@QAEHH@Z,SOURCE/COMMAND,0x51a,func
0x2ce19,?RightClick@combatManager@@QAEHH@Z,SOURCE/COMMAND,0x2a6,func
0x2d0bf,?DoCommand@combatManager@@QAEXH@Z,SOURCE/COMMAND,0x3b3,func
0x2d472,?WinCombatHandler@@YIHAAUtag_message@@@Z,SOURCE/COMMAND,0x57b,func
0x2d9ed,?ClearWinLoseBottom@combatManager@@QAEXPAVheroWindow@@@Z,SOURCE/COMMAND,0x110,func
0x2dafd,?ShowWinLoseArtifact@combatManager@@QAEXPAVheroWindow@@H@Z,SOURCE/COMMAND,0x29a,func
0x2dd97,?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z,SOURCE/COMMAND,0x232,func
0x2dfc9,?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z,SOURCE/COMMAND,0x2f6,func
0x2e2bf,?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z,SOURCE/COMMAND,0x9cc,func
0x2ec8b,?DoVictory@combatManager@@QAEXH@Z,SOURCE/COMMAND,0xba9,func
0x2f834,?DoLoseWindow@combatManager@@QAEXXZ,SOURCE/COMMAND,0x3bc,func
0x2fbf0,?DoSurrender@combatManager@@QAEHXZ,SOURCE/COMMAND,0x43d,func
0x3002d,?CheckChangeSelector@combatManager@@QAEXXZ,SOURCE/COMMAND,0xdc,func
0x30109,?CheckCastleAttack@combatManager@@QAEXXZ,SOURCE/COMMAND,0xea,func
0x301f3,?CheckGetAIMove@combatManager@@QAEXXZ,SOURCE/COMMAND,0xdd,func
0x302d0,?GetControl@combatManager@@QAEXXZ,SOURCE/COMMAND,0x18f,func
0x3045f,?ResetMouse@combatManager@@QAEXXZ,SOURCE/COMMAND,0xd7,func
0x30536,?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z,SOURCE/COMMAND,0x65b,func
0x30b91,?ResetCyclingCreatures@combatManager@@QAEXXZ,SOURCE/COMMAND,0x237,func
0x30dc8,?ResetCycleTimers@combatManager@@QAEXXZ,SOURCE/COMMAND,0xf9,func
0x30ec1,?InCombatArea@@YIHHH@Z,SOURCE/COMMAND,0x53,func
0x30f14,?CycleCombatScreen@combatManager@@QAEXXZ,SOURCE/COMMAND,0x9d9,func
0x318ed,?SetCombatViewArmySmallLevel@combatManager@@QAEXH@Z,SOURCE/COMMAND,0x3b,func
0x31928,?SetCombatGrid@combatManager@@QAEXHHH@Z,SOURCE/COMMAND,0xe3,func
0x31a0b,?AddArmy@combatManager@@QAEXHHHHHH@Z,SOURCE/COMMAND,0x3ab,func
0x31db6,?SetupSmallView@combatManager@@QAEXXZ,SOURCE/COMMAND,0x169,func
0x31f1f,?ViewBallista@combatManager@@QAEXH@Z,SOURCE/COMMAND,0x304,func
0x32230,??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z,SOURCE/STRIP,0x27e,func
0x324ae,??1strip@@QAE@XZ,SOURCE/STRIP,0x144,func
0x325f2,?Draw@strip@@QAEXXZ,SOURCE/STRIP,0x40,func
0x32632,?DrawIcons@strip@@QAEXH@Z,SOURCE/STRIP,0x3d3,func
0x32a05,?DrawFrame@strip@@QAEXXZ,SOURCE/STRIP,0x33,func
0x32a38,??0bankBox@@QAE@HHPAVplayerData@@@Z,SOURCE/STRIP,0xb2,func
0x32aea,??1bankBox@@QAE@XZ,SOURCE/STRIP,0x43,func
0x32b2d,?Update@bankBox@@QAEXH@Z,SOURCE/STRIP,0xcd,func
0x32c00,??0town@@QAE@XZ,SOURCE/TOWN,0x65,func
0x32c65,?HasGarrison@town@@QAEHXZ,SOURCE/TOWN,0x54,func
0x32cb9,?GiveSpells@town@@QAEXPAVhero@@@Z,SOURCE/TOWN,0x111,func
0x32dca,?XformToCastle@town@@QAEXXZ,SOURCE/TOWN,0xaa,func
0x32e74,?View@town@@QAEXH@Z,SOURCE/TOWN,0xe0,func
0x32f54,?Deallocate@town@@QAEXXZ,SOURCE/TOWN,0x14d,func
0x330a1,?BuildBuilding@town@@QAEXH@Z,SOURCE/TOWN,0x23e,func
0x332df,?CanBuildDock@town@@QAEHXZ,SOURCE/TOWN,0x36,func
0x33315,?CalcNumLevelArchers@town@@QAEXPAH0@Z,SOURCE/TOWN,0x9f,func
0x333c0,?ViewWorld@advManager@@QAEXHHH@Z,SOURCE/Viewwrld,0x267,func
0x33627,?VWCleanup@advManager@@QAEXXZ,SOURCE/Viewwrld,0x5a,func
0x33681,?VWInit@advManager@@QAEXHH@Z,SOURCE/Viewwrld,0x253,func
0x338d4,?VWCompleteDraw@advManager@@QAEXXZ,SOURCE/Viewwrld,0x1346,func
0x34c1a,?ViewWorldDialogHandler@@YIHAAUtag_message@@@Z,SOURCE/Viewwrld,0x5e2,func
0x35200,?DelayTil@@YIXPAH@Z,SOURCE/NOOPT,0x35,func
0x35235,?DelayMilli@@YIXJ@Z,SOURCE/NOOPT,0x25,func
0x3525a,?DelayTilMilli@@YIXJ@Z,SOURCE/NOOPT,0x33,func
0x35290,?DDRestoreDisplayMode@@YIXXZ,SOURCE/wingraph,0x55,func
0x352e5,?DDQueryNewPalette@@YIHXZ,SOURCE/wingraph,0x46,func
0x3532b,?CreatePrimary@@YIXXZ,SOURCE/wingraph,0x94,func
0x353bf,?SetupClipper@@YIXXZ,SOURCE/wingraph,0xe3,func
0x354a2,?DDInitGraphics@@YIXXZ,SOURCE/wingraph,0x15f,func
0x35601,?DDAppPaint@@YIHPAX0@Z,SOURCE/wingraph,0x530,func
0x35b31,?DDInitializePalette@@YIXXZ,SOURCE/wingraph,0x13c,func
0x35c6d,?DDSetPalette@@YIHXZ,SOURCE/wingraph,0xaf,func
