source_sha256	state	ctor_match	read_match	setup_match	target_raw_outcome	sibling_outcome	disposition
a468ae8e4acd7f7e7b7aa07eb6d7fb6d3feeb5de90a92b9906b5fa01b3dd6445	read_int_enabled_short_literal_casts	98.652176	98.675500	99.932434	READ_RESIDUAL_UNCHANGED	default_dtor_exact_but_setup_regressed	REJECT_SIBLING_REGRESSION
e5e791c5a4a6fe35c09a2ecfd6fd62f0bee5d36a7ce0decc5ac3001bfefa25e1	read_short_enabled_reused_in_final_compare	98.652176	97.317880	100.000000	EXTRA_SIGN_EXTEND_SUB_COMPARE_AND_SCHEDULE_REGRESSION	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_RAW_REGRESSION
7146f059e7bc62085021c566e9ae07e97e0203240e322a7f2f17ad730652eb67	read_long_enabled	98.652176	98.675500	100.000000	READ_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
bfda7d0da94d12836be95c6514d7742bc1c512bcc857760a67188c0bdc828556	read_unsigned_int_enabled	98.652176	98.675500	100.000000	READ_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
c40a8ad5847b687e21daf1169b8c42c68c301ed7435855d67b8f300f2130cdd1	read_duplicate_height_and_enabled_arms	98.652176	98.013245	100.000000	TWO_COMPARES_AND_EARLY_COMPARE_MOVED_TOO_FAR	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_RAW_REGRESSION
23beb6b6d6bc1308ec79160d9c594764866c1699a8f8712e673bd38ad1f4af9c	read_fully_duplicated_type3_default_arms	98.652176	94.390730	100.000000	BRANCH_BODIES_NOT_MERGED_AND_COMPARE_TOO_EARLY	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_CFG_REGRESSION
57201f37540b723d955deba4a755ae4f88e60abb7c0a0d815edc2bff76b8986b	read_rect_x_factored_duplicate_remaining_arms	98.652176	94.456955	100.000000	BRANCH_BODIES_NOT_MERGED_AND_COMPARE_TOO_EARLY	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_CFG_REGRESSION
8198463ada69c7530a0eefbdabbe31998c205054a3d65775afd5c215db40f125	read_rect_xyz_factored_duplicate_tail_arms	98.652176	94.390730	100.000000	BRANCH_BODIES_NOT_MERGED_AND_COMPARE_TOO_EARLY	exact_default_dtor_setup_and_other_scores_pinned	REJECT_TARGET_CFG_REGRESSION
8fe3be45f60c48404b0e9beb2ee62f4724102283064686d17e3452a9fa8285a4	read_register_int_enabled	98.652176	98.675500	100.000000	READ_RESIDUAL_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
85d3e3d10c4798bd78933f56a30412b80946bcb4397993e6f5ff88d735374242	ctor_register_icon_frame_parameter	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
852f7fa58f603d490b3c629e8b18d80e0dc77da2fa54d67721c60a9ef865924e	ctor_const_icon_frame_parameter	--	--	--	COMPILE_FAILED_C2579	definition_not_compatible_with_recovered_declaration	REJECT_INVALID_SOURCE
f132a7794099f32ac72e5a42b7acb3efe3c91bfcf0d050832ebda749acd0ec96	ctor_icon_frame_or_zero	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
bad4b08f2a502122cedd0c434bd5a3471e5c9b740ef5fdf961e11d6be71cd2bf	ctor_icon_frame_pointer_index	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
d6dbebf21a34d3d08f1cfe0aeaf859ef561f15df0f7654a12296429d0ba32a23	combined_exact_predecessors_this_const_lifetimes	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
69bc06e2e5eaef1d09b49113576baf2dc2883ab247e59554daca6074e3079431	combined_exact_predecessors_chain_and_this	98.652176	98.675500	100.000000	BOTH_RESIDUALS_UNCHANGED	exact_default_dtor_setup_and_other_scores_pinned	REVERTED_NO_EFFECT
