source_sha256	ctor_match	outcome
00d123dac0bbb6f7e80594a4087882fd50b50e225c6c83f4fd117eff918773cb	98.695656	PINNED
beb3acec79f3f380a4262a6fb20f3ae862d010b6e06ea0624561ba221ee8f185	95.217390	PINNED
479589b605c16a9b0e59a197936f8e25b7b4baee0aac54dd419f4095f95e6f95	93.717390	PINNED
ea7caa9de3467ddf57b366d117914e95f9d201dd55be5cab9e55e89338bfbce9	98.695656	PINNED
d517ee1af4b4b5916e8f1ad2de648d2bbdf347c2029b831790e1519764a681f3	95.217390	PINNED
6d95e8992fab99730edb3aff413474cd3cfc2a8cb921e9c800f0cb91ca03a1d9	96.097824	PINNED
d83c160f4d88290cc15363dc788f52ec1f15cc61fa2152530ac427ca2da2dc74	98.695656	PINNED
def84ae80b575a0f5f55ccb014781526430f9f7c576da7978646896643ec8f4f	93.793480	PINNED
cc69338f9d3b05049ce04d3ae38be02f8ebe4eb1350e8b167d7e03df0da4fece	90.717390	PINNED
4c10d20cf5252ea4204e4cdb7726675a1850337952bd465e358c2e6abf0f5c87	98.478264	PINNED
b4e2229b0dc3252904a1d6e015f11b5007d418fd6145a150b18055d38c6c1ed8	95.217390	PINNED
c83bfce3882d28ce9648504df54e340269d3bc4427c7c3b90c4a48723b8f52ce	98.663040	PINNED
2e2d7748d22b1fac8409c00f5be8f708102c2ed9208eb5664a57b079f4f1b778	90.934784	PINNED
0d1ac6bb421c46a599a70fe2826876d4ff80d12eb72cc597ac6af3a3d451b68c	91.391304	PINNED
267b555ede52ff88b55dea145cc55468b9134b8d04ba1b66c1bd6a95101ebd72	95.217390	PINNED
bbfa34a9a2190aaa52b37cab35bd1eb5a07827ea358c5c6c274ac137e350147d	92.586960	PINNED
82cc1c9bd3d1c4728d0a77ba3fe9eaaf4de4ebc1715a508a524914d5bea687d1	98.445656	PINNED
91213adc1fc1e49c972f8bee999f39f6760f3bdf5561b30d68ab6df4ddc0c86a	96.380430	PINNED
970eb2634f3f24739f6324ee842a1daeb2fd1a9991112888c69beb36560ef343	93.782610	PINNED
7fe3360dae285a9da036c94070615ff5e686cdee176bc7cf50bc7b5c9a2cf823	98.652176	PINNED
f8629e1440c3b452bd2dec895f5ac52cb5b2724bd2854dd5444793602332bd6a	90.934784	PINNED
0d8d61e454dbb463af0876614d16d99ac212efd60f99ff1c26a5cbf612a2ca13	93.793480	PINNED
041f47948984723a30c2c67ae58113641ae2b0cd313416168163c08f77565340	90.934784	PINNED
5c2b48f18f22f9552e7ce031960a0eaa28ea9a66b0b402f2c0ac2f821e3b0033	98.652176	PINNED
62016b46862b7566b7fb2fc78da5136786af18dfb5653d507abe72a3c3e016d9	98.641304	PINNED
116acf4bc514c38fbf572bb4da4590cd042946efb334677745ae47d4c2dda3bc	98.684784	PINNED
62b0049425e8900b93247293a96f5740f9283836d8e6d573dcc9549dd4c826d3	96.391304	PINNED
a734db576d6a47dcb5249d18850ab4ebde6882901cbf7c65c4913339522e9bd6	98.695656	PINNED
6f54dc963f0ccd7ba5cbd48f9e36dd3a687b525f0f701e305483f3f3e7bea59f	95.206520	PINNED
621574e174776603abdfa602f96ebaa30809e904a9482d45a1d24254679f5559	96.380430	PINNED
84cc8df41ff965f457fbe38a43121a10fafdea54e913a869e7e7336703c2751e	98.652176	PINNED
a76b8a60e1e6e7a7ffdfa17b75292898c65c8f0a46b044d8c3ff8f86e3026f64	96.391304	PINNED
0a5ee7649cf753699a59a285da7d22e11513315f9099a22d2b80c7c938507c09	96.489130	PINNED
ce28973950120d878e1d1299500e0620f9d16a514b49b90d16f341c1f4cf2b26	90.891304	PINNED
57607f9f4920f5397c1b770079f30be47233ffd32a448a011f42cbc1f56d1d6c	98.652176	PINNED
fd39f32ddb13264c86c88e2697f7af75d4c7df837e0f1112c15d06c18c809104	95.380430	PINNED
fd118726be3f8dd775957414e69568f1a15f69a8cdd2ee7da6797bdf1c1836fd	91.141304	PINNED
41be852fccfb7302084d2efe81b0c1dc1babef6aef768725f2d8e42e8c01864b	92.445656	PINNED
f4ab709cc0afd83747fd75c2d3f3d09dd0711df0f0ebad69d8e41b32571ead1b	96.097824	PINNED
b862f090fda0afadacefb274e5c044f31edbacae5c6d0ffd53a6db5ec3dca6a2	98.663040	PINNED
8def220cc0efd9a58e8c42958e45a27118889c192e1283095b3270db5df9e25c	96.391304	PINNED
b48f378bc9b2a52fc0c0057a54c28e570ef12c11b58fe96a332bf17f68279886	90.934784	PINNED
9397cc0403681bbc3074f621111c62ea621bb9e076c78a1ee8f67c4fef896264	91.956520	PINNED
e16d77c5fe6ed69a3e61f8a630ab187dd2b8ecfe9baa19d44bebc67a083253b1	90.086960	PINNED
a6ec6fbc6fba8d21c54c6db92a601032502731e86f2a53e8f9a82f428312ce21	96.086960	PINNED
01264a8d4e9d0f86a440fcee5ecc87b4a39d160270a167352fab855c662e262f	95.923910	PINNED
bf3b6b1c7cdea921f2810a448508f5f5232c41b0fabb5ce5c6df7de33b12c5f3	98.402176	PINNED
92809309222b8b8a827b037321300c84ca1f4c03d20a7a6c7bfc408fbe3255f5	96.391304	PINNED
4583c7f77f461508563aed36d405b6d6564a70c49ffc83a7af6b7248ee1f0746	88.576090	PINNED
af6f6fa60e858a04715f53d9fbf978d0f29ee6a85ea94b414209078955a6ff39	91.184784	PINNED
83a40e69dd6e5ce9c5c1ad62dcecca95deffd3a54d6bf52074db7a8123efdcfc	98.630430	PINNED
7d1a8d735b46398b4f20fa92020b54d1da2bfc1fb11fa530865caf834bca293a	96.054344	PINNED
1fefc314a8b0d48b0f450b8c195f48bc34b27715c4545a8022876b702ca8064f	96.054344	PINNED
43bf511d214395eb024b5c71eec9023f5a329a16cd5b47f4f032577fa1fd77f6	82.326090	PINNED
9fce7ffe67e7b12c3616168fdf79755846585c65465d7998226d14d25d93a394	95.402176	PINNED
d8eb0595de10b9f6738e208d89f0a5fc8e94092dab79e83f93c777582046f2ef	98.652176	PINNED
4b224f19a9444910a1675a8b4e18055c101ce95ef30d4f8e73911df26130bdf5	95.217390	PINNED
b6e7c575f609f617b67bf02355ef9e1b5fde171d8a2216bf4cff6bee83b82e18	93.336960	PINNED
08bd4c0679d08d9681c5de0d2e4dcc315c00d5708222bd6c285b1d0cbe44d015	96.097824	PINNED
4838e6e32e53393be89fca8d693521d6e1cceacf3bb1d039c300af6904cfdb07	95.217390	PINNED
d0e3c6a13a1bce301269eb97f23ba1c5fb26769c0166e185ae0dc4f505863d85	95.369570	PINNED
959d30369ba45f139ea1b6115a68075e3b85b6044d4eb9f4a685bcd3930bf275	96.097824	PINNED
f16c49d21c870f3e254c1613c55b39baff8a752c953698741b60214f104cd4f1	94.793480	PINNED
c16975f15a48793c042f94e9d3b98d3ddcb41957fc576942e69ab24ab4cf76ad	98.684784	PINNED
89c56807e2ec14badc86ea3d035a59b11a6b1916feb3b7b76ba9d8fc2c6b0bdf	96.391304	PINNED
4ce162b8a27d4d3dab0f58befb734583c951d749236faf775ef2ffa991825885	88.097824	PINNED
d0ddda0939c96fa99d6be73faeafc8b8f5162ecf092f6356956555790ab4b322	91.184784	PINNED
cf178273ce655a44744193d6876e2dcccbb39002748f89c262bea43fda1c2afa	98.695656	PINNED
6a8f175d349b2e80d08adca629259450265304fc29d61685c101a35b19847f85	95.380430	PINNED
f03d327bed746aeb529c348971b5d6486646e18035714ba4a94d2f0a5f3b08a4	98.695656	PINNED
c83877c08e04d8efac472da5f1e42bca4f0f9130c8976a25f248e4aafa4cd664	98.684784	PINNED
d2be3951362039f4d1dfb91bb2fc08c13035e655e5b885f9f3c200575f730155	92.619570	PINNED
f15f1579efbb716a11fe4421ecaa2beee193c441da795c2c1de40c2db53a5df3	97.347824	PINNED
887dc01a7abd6e50199b094ac54f8c9a9c50aca001f050db7465e5d4f8a59f93	90.934784	PINNED
8b555ce431753359ae2a74ba783e8c357f55c671ad0868db793eef82f1dec620	95.380430	PINNED
7f526bb30b3f4d919a7d9b346262426350473597c4d4f81dd42bd3c4dae07617	88.086960	PINNED
908a53965219ad3e51efb24157a51b07fe5a332281cbbc3b5a614d8c18a012a3	95.217390	PINNED
9965ddc88e32e316fd659090d0bc691ec0da743bcae0c95b9539809a3659f4b8	95.402176	PINNED
b429b62e7ecd24e2483f7dc426d063d9d927c21944f331edfe3514a9c8ee6502	98.652176	PINNED
1ba91da65a50d6c2669e4cbbd2daf0667a56ebbdfe4280b3f935cfd283fbe1ae	95.293480	PINNED
40d5bb2f5fff6a39496291f614f46a5799e89ea497ba8f63efa527ac9e7d1ddf	95.402176	PINNED
d60d6993fc99190c35cb815bcf8e1e3d6a89503b3161d90f40f5bd917e499fbd	95.217390	PINNED
46ed25ec18b7071a4c988426e60a041a6e253a3671934f205ddff6aeca94f88f	98.521736	PINNED
a0a99928c8515bf22735c2e43fb14b606a7d59290682f222b48ce4f55de6d0b4	96.358696	PINNED
bdf4c2d5626b050b1ad94e40ca0db9152003a51cda6a4734ec0fbbc8387de61c	87.652176	PINNED
48b1b553c903a3075a37f8aaeb23882389bb53d9fa89d95a4301c0749cc24d2d	90.934784	PINNED
eed40e30c684ab327872d2573cad131a0dce53a94916473cc2bb60afa0a01bb2	98.652176	PINNED
ccd9bd15bce25b47b896ea6659cabe36dc114de221822c0416197d0b5e3df2a5	92.619570	PINNED
ed1f88e0c31bae54d04e367d0355f1a0f0c21733e38d38603775b02164a6a7bc	96.097824	PINNED
6e2c934d485b79de9bc4c68c3582c2b4a00dd51cca2bbe82a565d740416b3c94	95.065216	PINNED
75f446b79c59846119568e7752c14019f3406c89b4d0d8766f3fc41a6ab83e62	90.923910	PINNED
63b4bbef0fa17efcd022a2f7144486cbdd1c4f40a3fa6c5ce1e46c48ac1ad294	96.380430	PINNED
655296096778dca2a2265c928d985c25e35096d26a97628e25c696c7dbd2b597	96.391304	PINNED
587ec7b0dcd8740639f82a0a52d431722a6cc460443ef2ad6407a325c0df7ef1	98.684784	PINNED
668eedbb95f202d6d69549c7a888e885f4e5952d5222e62d5e55154f92e4db71	92.804344	PINNED
c8177587a87ef02a9b57ff0766844b68d4684a701ac47ece7dbbe8845d962af7	90.934784	PINNED
3cf7c56d16ed9ff49aa63985efeef062090ad30330df97fb9dff4239ec9b144b	98.695656	PINNED
7157b19f8fba22c358e3eb3244ab258ec2e7e137438cf5267c6fe8917e0522a5	95.195656	PINNED
046611606eb7963555f24f9c0301966863694efce09e595d939ba2a3e1be466b	98.608696	PINNED
c4c9b3a126e0213e80f708ce94799c6a7710c0a3c79ced52de45ddbf23efecd7	92.130430	PINNED
90351b90f26664b35302bb9d05d869310eb0cc6f1ffbc366cb24eff0aaae23f0	87.326090	PINNED
3f11f43ac3433a241b1b19e8372d5b28fdeec971445b63431cf4d779d3d351b2	98.293480	PINNED
024fca940d8852aceab156774cc3cf47854e9a4c03049be1dd128b5ed2e19a20	93.217390	PINNED
d9ab7ad7088b41e9168a21e3007408289a45dc6e0ec7bc398abdadb772d4c68d	98.652176	PINNED
c9eec70f952fea68d5a2f4e83fc804e67fd7ee701b61647a09326a1157759512	95.217390	PINNED
4a9e075b803fe48f4748105f71adf92cfdf958c8c04a66be7c5bae773d9df7f0	90.934784	PINNED
f1c48d2dad6fd3c1c84b7b63e1bcfda73944db9df2fa24e3ac95625bdf84e197	98.695656	PINNED
94d5f3e1e0bb74877d8d8364c5982b9eda9586bbf3d99193169833ee9f2d6bc9	98.695656	PINNED
00f625eb5081a21e9304e63c36083066827361ed6b177c44365220c7cb6b8669	96.358696	PINNED
c3b86f1fb6fbf6ef349023f9e51a2661d8458c213772003df684d7acf3d7ed85	96.358696	PINNED
2badae3f940ea091cb0d1918384786a48fd909b331d3e1f0f051e10a4884b670	91.826090	PINNED
a636362f11ec27c12730913ed96c411a19de90940bc4dcfa0a483a17faa9a88b	92.489130	PINNED
e08d0d532d4df0fd6ae96f101f42f62314f05f9bab601044902e1d1dfd89dd1b	98.608696	PINNED
667ba853a5c80160ef24a2f904d92022d2fc28efc6ed16bd3d67d088676fa5b4	98.695656	PINNED
6368874da981f39044ad35404a64054b827579e37f0682c1f11334d752d14e07	96.097824	PINNED
d07729fb357735750eddb7f2e735da1c56b7d0359e6f4d7db80fc61985040fd6	88.619570	PINNED
1936286888ea5982ab878d5756acbc48ab595ac972456e08e4c6d9954d3f2564	98.695656	PINNED
2a1ea4a103d737626c7c0f0b6e7b9e19de96bb7e567b5971473a3c5ba01b0a70	98.695656	PINNED
e914a356b66db52a32cfb309b545746778ed6de5c67c6194075e86525406ccd1	98.521736	PINNED
96bf26c33b663ae5b3dfd9416464276ab63784e52b77b8c9a5d0e14084a23f3c	98.695656	PINNED
4e54a38fea70713b250405e330b23834bca02670c3dabfaa37897deea42dbe5f	96.097824	PINNED
624642a694d3e2c3fba387953f42a8822c607e02e753633caf696e31e217c804	95.206520	PINNED
290cb7dfada4e1dbeefe5513c5ceea1482c8a7ffb6777e0130dde50e69437904	98.652176	PINNED
f935fb0260ef1086ea55b84f0f9c5af9cd51da48f61b4b064060836aff6d7813	98.652176	PINNED
c0628d4518ea235427284a313033dddd082b9ea71495001975900b64f6001771	95.413040	PINNED
73c22725a448bf813307988fa1102f35abf30fcd1cf4c23fc8ba1492834b1c44	96.358696	PINNED
2fd8283fa06ac9ce82748c1489ee04debfdc9309ad0040925778bc6fa43a5819	98.652176	PINNED
63290a7104cfa5f6a504b3c320a1eb3954e0c1e62f35540bae24e012f6021ec9	95.184784	PINNED
a50fba43b9904682b1a780d631d215d8ac172d178d6dcf48bfc5090665dc8e2d	98.521736	PINNED
453d395e50d09b4346a93f949360f5ec0c5e418dfc3095c4ab0cd6d68a1c00ce	97.391304	PINNED
0c97d7dc401a184df3fac34c32229c174a5f46df9475d2c8abd44d0f35703004	95.293480	PINNED
9f1b8d89c0572e09aaa3412ceaee44ad8b99fca3be9973dc9f2b9a972d3c8e1f	96.391304	PINNED
d31cd5df74d65485b5a85e5fea2d4e1b8fb9fd8478c1f584d090bffbda99d771	98.652176	PINNED
91ecaa5a4c782c4ac748c4a8a97b83bc389ebc1bf8096e3ba87dbcd99e59b3f2	87.532610	PINNED
5cfd8a01d588b62d36b8f438188919283d2fc77b19f65734e3313acf8e1aa0db	95.293480	PINNED
791e4655a452834dde402169954c26274bacc0d77b664a4cc9c73812b04d4ac5	98.652176	PINNED
b9bbcd884af615f049f9ba416f2a74bd54d08849b7d4255a9c0620b44cdf0b2a	98.695656	PINNED
f083a96f214b132c7344f99a1dcf7fc65caaf217869574e7929746bd6a604940	91.826090	PINNED
a8fd61fa1ddad7bab4be86e170fa3c140923b2f036a4cf3dd8aad5fa5cef3fd7	98.695656	PINNED
40d94a1300152de4329ce2b324780510ff33e363a48a58cf26d157afa4c1e1bc	98.695656	PINNED
8553d138fa41c8b4e2160782a16be9708607ba530649d1e5a53f8084160950e5	96.380430	PINNED
a61c31d398d873bccfb778b68b258e629d430cdc49fad45c884e2e9bfccabda4	98.608696	PINNED
7e9b5ddde4b49147aef2c7c90b9bf5550779b03b46227db5c8e9bd5bf3040441	96.315216	PINNED
2bed87ef66c08f4b4233a0dafe0b181f8e723629836d4e7fa71f6162b0608335	98.695656	PINNED
690c027421d09a214a00b9fd4ff3992a3a29c838cd83e498bf1288eb1654f52b	98.695656	PINNED
35e1e7aef5f9cf83d531c04267324249b12f2bfd101e861615df7af094c4f2a0	97.391304	PINNED
6f6e1aab02bd3ec71d24224ecbc1161f4babe36d651e6897b89902b538100420	95.217390	PINNED
02862d1b936c47d8d182bff36cbc0757c90774e1698d6761b38cbf4df7864fcd	95.923910	PINNED
112b667aa4725284870849096c0660b66fc37591e0de95a172d7d71ecbb792eb	98.695656	PINNED
43a941f7859c79ee09cb4f53492f85fb56fefb9aa274b5c33aea28b308c03a04	89.826090	PINNED
1e70193e39a0689f5c39fa8a29fba1d4004c562af79d5da4e66f12bad39103a6	92.804344	PINNED
706a0eacda9a8a0992cfe6e39509afba5b783fb46585560b6d14d09d1c27474b	95.217390	PINNED
6e4bc7fa785b9d2b05d90edf6d172d436fdb515f1c60d199d5d135c2513ced43	96.097824	PINNED
da64b65e43533c3d1386916f3d67101ff60efda900aadc775debb07efbdf1cb8	92.586960	PINNED
9c7066192ad126597ddcb20d8575164a54f60480f560e64699a5499d2f20a6d5	98.478264	PINNED
d22716277a9fa7c83d661f55aa4fbae034031a99bd64f94952f0368617fe44aa	95.043480	PINNED
d1b191816135322931fd7b7a400a9752c87909623824c1217b3b1a9bf22761d0	91.826090	PINNED
4d112a5b72a97edc5ab3f66ec832c9f3b08c63d0d5be9adfb2c1f24540810d8a	96.086960	PINNED
f296de43a1976d33599d9e088fcc420dbf5c5a213e40446431656d2e2274b798	93.793480	PINNED
6f23a09353a47d104df2d9cd95c1bbe28d9b78d96c10c8291c9fe32115866a16	93.793480	PINNED
d451a0cbffff1fe29ae5f341dbb7c19024613208bde970c397bbb5d7c05f7aad	90.934784	PINNED
e2c56b9c3dc14c80f5188f37b73941e7b7770bea2d4173be7c52d9a2c276035b	96.097824	PINNED
4e954dbd6694412c1ef909cfc4102ab35beebcc6d09a977e4a3f845b6b841be9	96.086960	PINNED
cbeb14e712aa7008a45a4849d0ae28d82d8d7adfe004f1c1eed984f2a07eb349	96.391304	PINNED
9f27900ecc0787ed188e4bff259963f01efed015dc76bed0185643c20ed674d1	96.054344	PINNED
edda9103e3ec310077b159556b4bfcfc59c00c18fcb428624fc92fe8445e13eb	98.695656	PINNED
d3b43c915a2c609de0ae227cd91d8815e4ba4bd16db2bf313075e7f0f40e99e5	96.054344	PINNED
40f7159fe99d2e264edb4a797dffca21ca2ff2af7c1c703f89861c3d26cdc74f	98.652176	PINNED
43b73616f7d33be5f76cd6807d9b42769d495bfb42ba1d92050de15349ebb8f3	98.608696	PINNED
f9afa4565dce8b0fe8aadfa63ff5dccf0dcb89a2f4979f82e4679d8a9dec9f76	91.815216	PINNED
108c3366debbc7bc7e2ed092b660673df8955c5864e77af1505469af9d34f6fb	90.934784	PINNED
c9c1cb60fd8de8a83a9710963332b8581f8c6d37de0a0c5d87921783b48369cf	98.684784	PINNED
0abcfcc19d2095c71063fcf74836b41883cf0107061b7c9c12d7851651ade4ba	95.217390	PINNED
b091b4c40161890eb278e88c00568100799c9ba18026f76111349d6196a09463	92.815216	PINNED
b3311b2d6ed685d37cec0a8f88b40b8a7adcbc1df399fc636fc32f96ac809923	98.695656	PINNED
66de8e89ee2a4da2c3c2bb2d4168fc186628a4301fc3bc77884fc76869398499	93.793480	PINNED
5355f14474e9400a8adc0cb3001aede1fa8065706380ae3a250fa5fcf0c32b8c	98.652176	PINNED
01eae9e85ed581f1875f10f378a7146736133ea72ebeb5ddbe31520c2039ccd3	98.695656	PINNED
f84bcb2a9726e6842cd9cfb33a8f2c5290a17372c4a2328736eac38d23ae2448	98.652176	PINNED
234ae899137220b978344e7bb12ac713a695cd3e87a36085e6323e026db2359a	95.021736	PINNED
686d27025aa40c1e5f730e58531753a07763d514ba3705e2034c548392fa84dc	96.391304	PINNED
b8eb934e253996785e04db80fe63ef40df41da9e669fe130758b0f8161d8eadd	95.206520	PINNED
7794705d649de62f051d2c8b2d2889bc46f10f6a16e861752a28c78e324bdd56	98.695656	PINNED
c027805463ca704b3a1527105097effdc6db714fbaad58a7f983c39ed058e873	96.315216	PINNED
1f01d2125d2bdc74cc69b21fba221b35e8840d9846b4ec6808cb92640205d017	95.217390	PINNED
6a1622c486592e9f9a556bd3adf45f9f1b0722d57c22dcb28468269c2db69d73	93.347824	PINNED
b83287efb9033f10ce7278efe7e8058a4c325fb9dabd6b5086469fd02cdaa4a1	96.391304	PINNED
98b82440e1c1f384346e9f2c29ae3e99b706fb67d43990302a86ec2a90ce330b	95.043480	PINNED
91cb932058c2686390297976877af65f8edeb0a06fe390339df841b2931cdfba	98.652176	PINNED
df86f2b0271c1e4523a77c4ce2da241531dc8ab1a57a5080e9bfa96aaa1225e8	95.413040	PINNED
f52bfca701c2721993fe98c37ffb42b6dfd3a3e94cb354ff23ab7f3365089298	85.586960	PINNED
0b0940a5579e1e61d94e8e07f1c35670de65760cece62754f7fc040dbda0516d	95.293480	PINNED
bb260529ddb8c5f1c38456f888989e34ee6e74840f04a060576c78fac598a4e0	98.608696	PINNED
86c0b746b1620c37df2f8d0f3a28d733bac6775e4a39895eef857ebd063ee5f2	87.282610	PINNED
e040d50081da5d871461d8afdcb9d83025fe8f8df8811e0e95e5cc0e3b645ce7	95.413040	PINNED
c086b27755e4217f7aadd7d4d40d73574264a0c1a439d72612e5609961afd448	88.054344	PINNED
964d8b8424f119a04800445026ac877122d724d55703f01c55a6fd6648e6f193	96.097824	PINNED
23a081ec345bc2008d9dc8385a039183f5be0191841d0b115e18f963aa4e0161	90.891304	PINNED
8def7950a8f888258c6da4d26955499de96bd92197c6b1fd32c3a51e2d4fb9de	87.663040	PINNED
dbf3bd49bd00a76396a6a63f8b0d64b65387170b039631674001ca5d7a695f53	98.652176	PINNED
f2344e0de258c846b2b48588d538ca352f1cfd802e29a68e52c0ab93767e1c84	90.934784	PINNED
d322cc45af5ac3463366e0d12935dc740386a181ffb583525b489609249e4f07	93.793480	PINNED
84286ecc249761effab42ffab9b4e2d74d5a6964d35b80dfdcd5902b663fd73e	88.793480	PINNED
f0fcf24b99fedda96863552d3ea3816d3b4e4f2f336e16117b92931f470631f8	96.097824	PINNED
ff918c4146573316a7607f47d538131312fa1a13c51e91105b48e32ef8b11a56	96.391304	PINNED
9290da2dafc575fb1ca42d47f496eabcdcabf7ce607765e76a75486fcfb5a075	95.043480	PINNED
2bca4ec0fdc9df2f8a46611ff56d34918847bcfbb3589b64c5eb84de532de8b8	87.434784	PINNED
443cd0d1944b53cca232904e80e616193e0ac1919af2e11d1142d7ca23820e2f	87.456520	PINNED
2fa61a3be0271e0edbb27d63445c302dc4f58d354ae7b78c88b92ba6dd378b54	87.456520	PINNED
3c15d01cccab93a3389445fbc7e22a57b3ebfa02d5dc10202a276bf027cfc40c	96.097824	PINNED
5d477ee8928d886e64e3eced6acb5a3dfad9e6177a5c97a0a9966e679c4a3fb2	90.934784	PINNED
0cb2de3d32269a64db860ac7be8f3d980f7049e1f866c32a3ea4316c76f8de4d	95.217390	PINNED
80e3eb5d1a6cf4238413ba314d48eabb3debe5f3bc9e5a7b388a783e049cdb97	91.826090	PINNED
eb8d8adb1411dcd023793b645cfcb661a75a7adeaafc0200449472c27cd9f851	98.695656	PINNED
d0fcd790514b6fe620487d035a39b0f119a2a905251c923f0e21c12344d22756	90.760870	PINNED
1057ee130a4f83024edbdeb523b62dbdffd811c017415cdfd95e252e951d473b	95.206520	PINNED
8f851a35ee400e6458343d4c122012072387669d0700edf06074b58448d25f22	98.521736	PINNED
c10711516770cd68e159f167963f8fee20906bb94458d8f02885922295b4f53f	98.695656	PINNED
0687650e714494755679693683125d0d3a19a961e5c85b4aefb4e85c38198870	96.097824	PINNED
ee8239ea594c6124451159b88c11d72614151187dfe99cff45c81e6e8fba5a8f	91.956520	PINNED
a49e6a439910753a3bc28a2410615c12aa6dc72c385cee0538eb362c35aa6a97	87.532610	PINNED
41198611b112accadef5d29049c00eef776fc836e7137810e97d8a894fe30364	95.184784	PINNED
e7d7fc22ffa9c6075d424dd066a2476b93a9d76c01b4ac6e70d9a6458e222883	98.684784	PINNED
f14dc0a20c057277b01e1cccf74aaf9b2f1061c3693a3d81efbd1f1508f7b1c0	93.336960	PINNED
72a44939349e4f3bb081835f1688789b42d5eb54cbb5cbf3edf7a985f7ff4f90	98.521736	PINNED
251104e0804c5f441fd56ef5af03144d1789dc456397d5bb9d0dba43474bb011	98.695656	PINNED
267a8acb6e4771c1742eb5168364dd9000318d261a4f2be5b5fbbb15dda3cb02	95.293480	PINNED
f7b0ac2ffbc4b54233649fb34cfb7c4f9f2eb55f1892a3eae533ff2fcb324bdf	95.336960	PINNED
10b3c46497abd8f785e6c68b19754ea2a95614800603ce90b3bfde521b1fedcf	95.402176	PINNED
