source_sha256	read_match	outcome
5867f60e42d1e6fbbc572a662da12c19401fab9f7887ac136d8282791b89ec65	94.139080	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
b86df0a192491bacfda243eae45231482db7547714c9ea01f66117300685f04b	98.596020	PINNED
36f34ca8963bf35195bf194022402cbf3a5bb0c92370f2d8f2c176f6354ed65c	97.033110	PINNED
fca156d013304a65a0fa6295eeba27fbb702f353413ffeff6c3db588fd0bad51	98.649010	PINNED
d074009c39c09ca11ecdfd355b1e5ffb6c3ca35ed08d26c8b3e75a00f601ffb0	97.854300	PINNED
3371835c6396b8e40d9e5284113d5d2a27d3eea1e2f69aad97dee7cf3ef9b25f	98.675500	PINNED
0542c693a7ad4dd5284fbe3cbb6db7c5d9c538e564c9c0599b214916543a5e48	98.635765	PINNED
7d5c96e99b0ac89befd3ecdfa63d89d2f4e50624c616dec5274f5ddfe6998341	98.675500	PINNED
c6d61a8124cc98af165e48fe788697ada730c3db39a03a866bb412baa218f0e8	98.635765	PINNED
8f2c15da7a957f8c2e01de3b79e2f4fb547c52b1553989a2e534df56ecf14036	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
c0280a46e2a4210c1253e377220dd64c861a19be4c6d610d5b74f61b61f8ae37	98.635765	PINNED
b623ee7d9a7a02dd15c2fd51475e445a006bfafc69046c181e79f4513e14fc8d	97.854300	PINNED
c9212bc94b99890c39f2eb6ad21c7b08feffa59d446282294e685e391d4b13a0	98.649010	PINNED
00b1333fe2c5aaa16d145a0da935a1d8dfecc54abf9bf1579ba3b0df8ff579cf	94.894040	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
000b7103a5e69f81cf34f9b33d1222d44e18f37b6a5518ea43bb38e77f152b20	98.622510	PINNED
84c6eed700879b23f350f042b2f40635b304c6b988e1d69ab20cdf57e98766ac	97.854300	PINNED
4e0255e586b7e79057c9c7eae2a3081222d6a1054351ff0781ae36b5d853581a	98.649010	PINNED
1a2bc8cb630c06ca801a931676687333926500776a72c3bdd8a581426bafb3fc	95.754970	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
135da70379f7ef7e29ef342e1d1e48b6902ec83347a73ddad8ab93f7ded6451d	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
1ee58ac2136462caae9727bf97d2f981ae45d0efdcf500d76274e452f894ab6c	98.662254	PINNED
bfe6119ba76ef0fe31263c86b3c7658fef3e8c80213b29d900ce120de0b81ab5	94.059600	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
e471292c138d7db7926dd9b17b043bb260a8cf8d14768d1878a560f5e1f397d7	97.854300	PINNED
4e88d38b0ae375424c657a763b8c6b87db3fb0a35966a943b6f32cbefcfa0efc	96.609270	PINNED
1cab1b793407caf28c1deec40b5a4c6b91c8f3d99d7fe33e7aaf4708ce222d47	98.649010	PINNED
1dd1c4c812bd673f2178206413ad1f24df960067045006afbaf67babfefbec0c	98.635765	PINNED
94dcbfcf700df5e37d5d513436dc595385b1448eef7d03fd8772969392064c9c	97.854300	PINNED
93b89e0d4a7a21e10302e65c1a9caca85a6acb0ca7a8f51c1e47fa7ceaed81b1	98.609270	PINNED
be22219d96cad96de6c054e88ddd4d37c4583c98aa29769ed50d528cf5c34a9b	98.662254	PINNED
1fa64a3ddbf320485a40021d02261c99cef480f985fa2ed04db416c97b916522	98.649010	PINNED
a3e9028e615737de7f94c86cf22137c388c4e567037581e66e5c2c99ed39f327	98.675500	PINNED
4f8a8bcc130840825ffa361e1242c8aa6fa841dda33d32f05dd054c5c1316ad8	97.033110	PINNED
b978e85c809902f2bce9639a38e4722c01f0f17132816324a4a7b602410fafb8	97.046360	PINNED
4d62706af67712f6a502cbaba97f382072c1d82efd92cbf750f54053c854aa24	98.596020	PINNED
8887a45cf17fea937e2de9aa2e0f82c7bea8574696741eac5e4b6088e39185d3	95.768210	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
40c1600394e50a3259c53546351b10239ac4332252a99282a477a604fbd4b54a	97.059600	PINNED
f882847c523f34a5958f3f71b0005f6062844f40a0c9c3d9d26aa22084a99b15	97.827810	PINNED
33aceddd8d9da255ec3ff69ee1b7b101ca8e945bff8b4ce6c5791b464fec75e8	95.675500	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
b1550abcf5dbe549af3b794bba72fa5b5ca9d8f96f69de36359c1e515eebd7f3	97.854300	PINNED
476cb194a4b9533c0309a23fc93380330d90ff4055ae6bb551642d04c365ea77	97.814570	PINNED
3252441ec61db2f17fa00bda5399911b7ea8fbe4f4c7226d7f0398bbdae33873	94.099335	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
d360fdee39e9bc59c21e4e06933ccf4a4615219c99c4fa7b55c4f9baf55ad538	98.635765	PINNED
1998b5d76ffa305fb6e5c829ce99476f1eef64adc85e6f533e2f7022c2917519	92.496690	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
f2f1c74abc744ea5b50fc589ea3b4ca311a42b809bd91413be4d248882e9e71e	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
894d593d6a2fb614f0d47a03000c3679b5f876290a3d2e99849b867276ca1b27	94.940400	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
75adfa6267abf01f8c19e2b36241339a3693b8ebb662b058b1a7b52bd1b08d29	97.827810	PINNED
97860c11c59240bc6184ebffa27fcc5ef74632d51da886f9dbef215ed100c747	98.675500	PINNED
78331c07b95f9051536bab87b4f76f1ecaf2b9c92268cdf461d2c12f069ff498	97.059600	PINNED
59fb234b647cc439683beb318417a6f3b1f13e397a06f4ec3374e8e27d2cf2ed	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
76f0fc0d75289617522cf9e34ff812329cd10529c4e91b4754cbbd449b873cf4	94.913910	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
12ec8ac1bbdf170fd16f24dca4d062e580dac70ecbef9c6a5864b08070251fa0	98.675500	PINNED
8689bbc1a7e4f26cb8d365b6bb2f2a1631eedc21bd47c3d1e0ce54a186e175eb	98.649010	PINNED
febad9d1ac6919f1d3abd4f4da073f01cc165daef3f3e5d11b23cf6ad7733f7b	97.841060	PINNED
829b81334f285e757168d7d18b2d6e99f3d044439c889d99ee0e1ab2805ca475	97.033110	PINNED
d7dc0f1c2fa0097007333651a8a6c9c1ce524a54919c66d177ebf606c85fbf89	98.649010	PINNED
4e4982a4fb9ce0e7fd5446abf4957ca025b2058d9943c6cea9ce45e4bdb1a34f	98.649010	PINNED
1cfcc5a8e97cf06237988badd8a5b50d3ba81ec0c6b96413833165411703a73c	94.112580	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
f3c2747d6f3ef4e5fea66c794b7721e00850d7e9de2471384d1beb3f099177fb	97.788080	PINNED
89745c9ca5220aecaf7e3a023d5d8fb90ec2f70b61669535957b6ea8003d3cf4	98.675500	PINNED
6614d5a38b05fbdbc74e98d9d045e75f98a58e707354bc710b00c9b95864dffa	93.437090	PINNED
46b5329ae2667bf36d586f1cf34ca8e21bdf1babdca35f6de97b784519178084	98.649010	PINNED
8a22d4c2d2e6de1ab50a7ec85214f2ce72c3591d5c849190c7ed51198b2a4d3b	95.721855	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
71abe667c15b92635325278c5cc25d860ec67e28da9fb4618f3f5800e9b7a28a	94.099335	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
db339e3d017bc9729f38a2ec97c445bde1eb7bc11f5318cb029f1755afebefa3	96.390730	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
b3ea672c3d5ea32efa046fdf8bdb7d9d2c5839ff3b2823f0300c6f4a83ed8e9a	97.807945	PINNED
97ddef376f2895f60d4df0958ce049d2abe6e842a8ddc75bb84b98f4cc39d6ce	97.033110	PINNED
696fe2f21432812003f6960366093c6c790db024e9098676c00774c7ee68946b	96.582780	PINNED
e049bccad234087498676f1b57b522131ba33b021c852a22b443e77213e0241b	94.933780	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
ec5a60c72851185cdcd08b7cd0065de80a261e3f1c65a5b4474d4d2e2794b1ad	97.827810	PINNED
1b98325e3bf549e94ba03678bf612f2df38e1a56070af3a59096fecf35696e4f	94.125830	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
5d694fdda95d2477e7f7c042f82598fc8f341e514ddc1b15a5a07f0d86fb69eb	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
eec693b039bcd706bd207d287f19a3bc7d36baf014b3d281e9a68f94c7eb4dd6	97.033110	PINNED
2fc82571b3a8a0f36771e48c1b83087dd6c214b181730ba27ae7f136a4950eec	96.211920	PINNED
ace6cd8ec41915b7248fe7dd03988fa4f3e6571dd4998fc452040ddc5c86a860	98.649010	PINNED
2cc65cdf2c0d43e2ba11589dd03265ba5bd4ab200f7091b7142d4fe945a0886e	97.854300	PINNED
927b8d87aa0b539bc0ee149b409974f71f7141a4a097423f742d222c797c674f	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
393caf390431379d014c614244d675335e76308a4d37be087811063a40f37801	97.794700	PINNED
18788f6896dabc7666b93c598aea48dd6d0b5d265ce2ec335a5d1152098c904b	98.662254	PINNED
96c71bbb20f782db4a1ce6dae3d2de0cbb5d32339ea59d0977e676a8d630b4f9	97.033110	PINNED
4eb23ac8d2bfce6b4604d816f122ed1db967102b68b54a93158c3ed77c54cd8f	98.662254	PINNED
069b730bb273f51d5a8bb1da080e900a7c8d09447ae6033fa94f0690a27767ed	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
5cb829673e4ebe0d50c63711d198a2ff76c47bb2c3975479b8e486cfc54f4f00	95.754970	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
c5bd9a15eb8e184ab11dbc119347951692bbb56c6cbb70e9f58dfcee31cc737b	98.649010	PINNED
36e4174c165762433e6f33e0ac5a754d2490ee8da21acea76eee6f359359a74b	93.039734	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
7bbfd702038b577a30f9e3a98538ce29435900f2075b2f6d5acda8569b631249	98.615890	PINNED
8574e6c108db3e07cc304fd4d3fe8d1444e25ebcc85281a0c10b15c86b4dbfbc	98.635765	PINNED
1c02fc6ea6e1ae2aae2f811fd6e6100578845407fee80e57ac033f81845f10e3	94.933780	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
a3bfb4c931d2442af8751dc8ecaedd414058ad81993b64e3a80b705b26d67e84	97.019870	PINNED
22f4f0609c99c7d4fcb4259016945e4651e2d87975dc663eb74ef085074ace5f	98.609270	PINNED
32961397ec8cd719195de51b548a7ba5cb7f36f33fee51ea2cb98aa3c11f39e7	97.059600	PINNED
7d4b474cefb4a71ac587fdbc972be2e62f23b65bfcb1290a558b7cc657aea15b	96.198680	PINNED
56e6e7c5d96e6b705dcbe122942c957ddfdc0fb90299f9ba3981d64c03ed4fae	97.807945	PINNED
1f91fac7ab68758e5bbc11ca9e7d550d1dae29f64d1721a90c7fd9f2458c7fe5	98.649010	PINNED
71f98e5bf846fc824010863dddb5eda376b83a7802df392575693f62cd22918b	98.635765	PINNED
70f7895645e2b46ffc2323fee55ac5e54c610276a7ac2adb9a66440ab864ca2c	98.649010	PINNED
842452576dc7ef8148749de5252a54ab06f366e4906d262d79a1b3126bf670af	95.761590	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
88417a073489f111418b1d47b0cbf792efe09cecd9b6557d0874d717ea2ba4cd	96.238410	PINNED
b8388a8866bd48a9880aee4bdf331dfe251f68594bfb6ea331325999cc66f85b	97.059600	PINNED
0a80acd1b4a231a9397099e8df49ea98895b2187d702a019e92c29a5209d8044	98.635765	PINNED
56f95be89037d50bd31f0500391ec207082cf99b78520666722ceeb33c54b207	95.728480	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
6def5bc4dd431bbd8cbe7e32c392b4c607b6902bba88dcb74cf667533f9e3428	97.814570	PINNED
0183d531ace771590359c48f74ea8426edd43609292f77c79b6b58e278120bcd	97.059600	PINNED
4308ccf2147d9ea96a6497b46651df69ef9b16ebb550e4d37b4573a379442a1a	97.046360	PINNED
990bb902bd082e98a9ffd535a64bdccd604135aaf02cf16bff379a2a65f127ad	95.754970	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
a90edb79aaa719b23264574a4839528c862b2b981b2a5120c626ec623654114b	93.397354	PINNED
52213538db57133f262b6a897b7ae2827191f2dc9ba50cf74450f908d0ef2c05	97.854300	PINNED
d411f1c490d8a2fb04715960355fa4bd07519fad97165a000dcb8f73e922df06	98.635765	PINNED
29c505999043d4daf686c22b03ed1c872bb5ce76f8bc3d669dc84abd025cbf39	98.675500	PINNED
d26f9543de16e54d201b86915ed1af948127f56cff23951310ec69e7402e5848	94.947020	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
1d3e59a2c6be03028b61595c65a8a35bb716a2b63ba17acc7969db3353086b61	98.622510	PINNED
5a46fdf4e94e8a8ebd08d0bb76ff3c80e27a3ada061c1a9a37b00c3f5e9fc01e	97.801320	PINNED
ef4e28460edb42e4a1807d2fa9e9d3a79d91ddf1f10d37be45eb6cbf98111e88	98.662254	PINNED
7a2e9c86559b868a14f6b6ceef7275a9b09f827ad729da4bb41f87348413b175	98.675500	PINNED
a066f03ed88219b772c6dbf53a4c54819474d9543f869ba9386194f0aa10c217	98.675500	PINNED
3970296ac2251636bc5c216eb45e21b35ddd2ea1beaa1a7b08a18febdda0626c	94.933780	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
bc69c1817d99b588b7c47aa6709c6e0323491aca338988f6468757181e886316	97.059600	PINNED
4b09c47143f3d3c56ce62ecf1ff487d4eb9941296b0adec130d6b28b0ed54e67	97.006620	PINNED
9e3927dc4e19de2297a4e0f24da4eeeff7a086ebb5ee8fa0716922d888d2de5f	97.827810	PINNED
57bf6d13f60ef1211d12c9768b5c2dc8de1177989709cc99f83b465820eca2ab	97.033110	PINNED
6fe04402ae4d4e9aa3ba34ce663446b89d3471c08425ea1b5c65503502cfc62b	98.675500	PINNED
8030ead2fc871c7604fdfe89fdf59818297ef1eaed04b54638e626fd28f38a5e	98.622510	PINNED
63904910b7d974716646584eaba279a85de16921c355ae8aba098d35003bbab0	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
263b2ac420dc445348d994c5849755985eb9f9e818b4ee611bd33f300f74d699	98.622510	PINNED
89a4c0c06d65d4fa802c3fb6f69bca9e98d27ce50984e46366be55c7a6a6d5c0	97.827810	PINNED
b171fa631e438e311db3b738b3c123e65e452c41a687abfd65fb326e6a79325d	97.841060	PINNED
60eb5df3c7e6219084f3fe4f799638ecafb16f2653aea0401f7c4ffab7b6d8c0	97.827810	PINNED
2b859aa2bb8689b2cd52cdc1fd3b992e983fee8aa94026a07683f365f2ff5259	98.649010	PINNED
610ed300f9a0b6d21688ebe17ccab50b8de2628fe6070a8673e1ccefd25f4107	98.649010	PINNED
d5aace40ed61fef0bd8e9a79bbebadac2c1b693c6ce79a5c4ec0b24c71bd9b90	98.609270	PINNED
ca0ccef4c1f5447803da53505b5f0ae0549fd291a318d81148197d37dc7a5bab	98.649010	PINNED
7e2e2b0a81446c944e2b926cac603ec4b73d19ed3a61190553da9d47a92c0fa0	97.854300	PINNED
c263bd8df5d8263a07e71fb4016e9052dba85d2207a5d8a35accc7b75476dc06	97.834435	PINNED
0860e2d92ee27281d62708144a8112806f1be5dc008838ab94ac0604f4f62300	98.675500	PINNED
f8566855010a1112949ed20e6ed12b2109455cc43ce98d0de2d5d14f5303ab35	97.854300	PINNED
61e86e4f8bc63e7fd271ef137668544f6cf5f97260f59734c55aec7572640374	97.854300	PINNED
32332a800f0726a1de6b0dd3f1839d4e9c57606e59f9367f31261bf88bb81605	97.033110	PINNED
795a3b297c60495130894266b62cf79b14b5de1192397057911e3ec1c52f61e7	98.675500	PINNED
0e7873c45625d80f5262018be3d056fc9d1f78cc06b1821c8c6b26928fc579b2	97.854300	PINNED
230e5b09e2395395d61bd49d7d4dfc1cac5dc24baf74b9a66d8468ad31bad829	95.708610	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
0998bb2735657af19c79b486a5ae90516e28b64b6958a9ef131f5a9c07b7a7cf	98.675500	PINNED
6cc9456cf50ef63a754bd8c138099c5084ea2b4033dac9926f5ef6905897fd49	98.635765	PINNED
656b1b3cf3411da6b79567778647b9e749dfd6dd3514e1cf12c5e862a1c0aa88	98.635765	PINNED
8122f8cbaa804e452f405b32802711a8384d6f33f0d644424f7b2447e5e8d2d5	97.827810	PINNED
886bb8d724d66d38cfa129e6191bcde55b384d36393e88a063a3fe7c1d387238	95.754970	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
436bf91ab042d9c8851030039ac8a523bde1a37231fa08918ec38d81c5b3bc61	97.827810	PINNED
7e9d8622366b484ba10532c38f71da1c7e9e627ced2a0100e72d1d1fd7f478ef	97.059600	PINNED
7f9f5a0e4aa5de748fb21a4a0475110bf1cef05d0cefe2cfd57687794a2eee85	98.649010	PINNED
fa8514ea85ac8ad6c7f49482db474b2ffe269c66c15b1c2e2ac0645effa9cad2	97.827810	PINNED
2cca7d5a06879c546d2397fac67a4ec1ec12b0369ba13b032ec3c7d01f052cea	97.059600	PINNED
0278191a0de83a4712ef8152a0c0bab18efe844eb476d65a3a32f7090c0b2b87	98.675500	PINNED
dcc73b3ce2e248a05a332cc9165d06ba865bcee6bef80739aee2fdcdf8c5a644	94.066220	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
52003a77e7b61c1e11f3b19d3f5f2b1c1c852a6b236d7cb33bb42ee72cb21607	97.801320	PINNED
05d5617e3711cb1b3042109d055f294ad9feb2ecb899d794dabdb28d069a5c29	97.033110	PINNED
f9e2cd8055da45b2e67c861b8f3b99e01ed2e95002aa69a97b4113b6704f5d51	98.675500	PINNED
f96fa58874e90ccc4df1c3451582e8af4e626e976ec4bc38f6c0d80ba5660db2	98.649010	PINNED
044348784db3f3730f454f7ce7703f4ebe5ac1ca5a33c417f4d60f8e349794d1	98.622510	PINNED
8dc7ca5a5efc8c904dda2e12ef7f19eea673b0d2472ed066252d56dd187350cb	98.662254	PINNED
34699a5802a361f7f1e85bf93855911908ded11a4e7381e1c7daa5c532777cf8	98.649010	PINNED
84a9f7b74a96b72afcb48a0b4ae4b748705fbc37b94bccb48190a014cdc423dc	93.847680	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
6edfdb4e4a8ee31a56d78a284c80f54dae4df43da1291b3b9a2417b42c112a1e	97.033110	PINNED
10c24ce316e11fb36452186fbd39c81e6314c39bcaf2d00f2e152cfdea886ba9	98.622510	PINNED
dd7f9fec5d708e1d873e6138b5e8085ce4527232153f6b3026727627b8810729	98.649010	PINNED
d9ead6f5ad16390e4d084374a8f94362b98d6ff67a6d47b49a0b34d53eb89c55	96.993380	PINNED
335ce454523e66b85859f8538adaae52ea2586a3bda53c623632fe137ba3ed94	98.649010	PINNED
589ca92be975bc453ee7fa0fe97ba8aabf375d3002be11e9abd64f9ca08ee290	94.112580	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
2ef9f4f7eac1c1994b93dd139e1b8af028d929e0e97bbdd2cfa2613efdc38c54	94.887420	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
5890eb3da47f97884641bed7fb7e5dd929c52189102ea0440070f438ebff253e	98.675500	PINNED
3106ea0738df88ffcad3d6867c2289e3c25a3d5b2f0fdd369d2bf61f926d470c	97.013245	PINNED
8617ed7f26e31f5e300686b47ff78a3a2009008ba2299896cd75d2616c1258d7	94.920530	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
2dafa38702a9bd6c1c49e63324aba9650ae9672ac86844302042c356721ae162	98.622510	PINNED
48a7637949df454e7e5349683f2e9326bdf49a3343863b2a5b13b36a20dd6dec	96.185430	PINNED
dd712a6a479084718b8e0480bfb84986e32eac32a5de929bcbb8eaadcd47c5ff	97.033110	PINNED
6fb9c7935acd58ba4ad09ef7fed935387cb9f975d152e057e55dc0532087f7b8	97.046360	PINNED
e8954de0bc0bf5f693868e2aded2fd4202e2daded5c0389fbca5867a42ba2ad9	97.801320	PINNED
d277e5e10b91f7294744a14e8db73a53fdb5d59499aa2e040c29a0ba454185b1	98.675500	PINNED
b6b211dd8eb445b10123af68c7a1f6564adc03fdc5fd8527329b7113a4cd574a	95.443710	PINNED
97c770e41e2e296d72445e56260bedef7bac8bc9a97fcdc87e08439f96f8d357	93.662254	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
f4894ad3e4a57133213560b0f8beb0c190abb6f0f4232366af7cb6b8b45f6c72	97.033110	PINNED
4e640475b49b4fb4920c5e94ef26dbc9da10980ba3062e9adb05f6647456f62a	98.649010	PINNED
0cbefa25c58602e141a6126467353e40cfc12a8409f968d80cde2481001a20a0	97.854300	PINNED
ad5365b8511591faae427be707c0d25bb80edb7b1281f8289c957306e3fc0936	97.854300	PINNED
82ad3fee3aeb512718da940a8d4edbd0c4f97225fd37cdf8344e953762581be9	98.649010	PINNED
070b46767dc41d6833ead209736180397d08b7d14ac69d6ced6fc921ddfc78c9	98.649010	PINNED
672ac14187747fa31e2305a81cdb56e6d66b83d60e7c610ea89bb35ddf73512f	98.609270	PINNED
fd708c5bc7ef48b4a3025a927a03a80b22292dac5750f5f193943b59409f6240	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
cd990c939107f05f84a7add303e0d81056cb3f3c1a1845f1978821f9c5bed4cb	94.112580	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
ab2d40f76733d4ca13434903173ea232d992f75ee579d6bf35e2e465737a62ee	97.834435	PINNED
0869c2df5fb84d9049b83bc4b86bdc4621a7b74dc017e09a0bc0cd19b7bb2f77	98.635765	PINNED
67976133017758bc47307e211b9308c35fed63c73e122b0e55103a154d021235	95.754970	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
719f0074efeaa1da0ff947c0ff13708b21069ff6e17bfa05665245a2e4787089	98.622510	PINNED
856128879f44c4127f381c952e4aa8e88c881694f983e1e95c810be20b09705a	98.675500	PINNED
66c2436f9866251296c59db415669174a6a91dd3019307e823156b99aa2a31d8	97.019870	PINNED
61561ffd4c01bf415fcfdd5ddaf588809b1fb4bf0274ecc95dd6de9f2eed85b0	95.688740	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
d9fe6fde345d57ea0b48c1a4ef0a90a4837031dab96d88757e6fe9ba92e5b8c0	97.033110	PINNED
79e0ad5491d8bc6af455ca7d49657111d6da79fa63e7eb1dfdcf7d7abe869e87	95.715230	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
81adef0fa3102a6d70c74bd19996e69da347e416c1b79e184f6db40a59a68937	98.675500	PINNED
c701f1f51c249655eb8f8c44993bf0df4363c35af36540706f73cbdf2a069b93	92.602646	PIN_BYTES_MOVED:?Main@textEntryWidget@@UAEHAAUtag_message@@@Z
6c0c9fae2940b0958182bc7275f7752909a9a02e0d86745c336758a65b43a852	97.033110	PINNED
d5c252d606dd0b3b7d79326fd590b06b11b53370e6b2783181d9a06352596a27	98.649010	PINNED
a81d8ea3b9f6a5d76742884d3ca96a4d8d54a1d1fee35f011bcf5bdc56989619	97.827810	PINNED
8b465afbd48ef82b4d0fe6edb1d8ae2aa703c7f59f31c6de84f46607b0ffcd8c	98.622510	PINNED
294599cf79f99d7f1c381794ee31df85cb2006cfa696273b796e4a46339b671e	98.662254	PINNED
c37fb54763e3cfb7e0d8cb9eaf2d11d1bf1143ee493f2c84372fdc6d25b58936	97.019870	PINNED
80681ef2f0370f32390bcc9d1ba208b67920542a21017f88e22867db3fd1b746	96.609270	PINNED
da8fa5321d3c99cf8e47023c80b3580bbc9d15510298d6ef980524539f8ea717	97.854300	PINNED
